name,x,y,z,time_in,time_out
yudigwkg,0.157,0.705,0.477,449,1089
xqqoicfq,0.715,0.84,0.762,335,1755
ttjoeqgq,0.86,0.829,0.901,730,1078
gdchjcry,0.526,0.389,0.9,40,838
diuhuzpc,0.083,0.788,0.808,825,1896
dmibhsii,0.325,0.462,0.801,299,514
jxywsoxn,0.505,0.395,0.491,265,1296
iyldbirc,0.985,0.47,0.285,26,841
zkvwowpt,0.622,0.245,0.415,803,1012
jbplfehy,0.649,0.489,0.809,712,1641
cwdrjhuu,0.506,0.503,0.405,652,1294
dcxzsjzb,0.75,0.297,0.807,249,718
dsorvdgt,0.155,0.695,0.759,557,1832
wukerroo,0.344,0.836,0.87,527,1940
wfnstidd,0.216,0.003,0.85,28,182
mrheqxev,0.738,0.841,0.597,513,1372
nwvwyynb,0.48,0.078,0.857,551,764
ngsuucdt,0.866,0.622,0.215,108,322
fcfkykbf,0.808,0.563,0.734,834,1459
kibwrmys,0.049,0.826,0.474,596,1814
fncvyskt,0.357,0.717,0.339,459,666
boswowho,0.157,0.911,0.081,45,392
kxwxrirm,0.962,0.119,0.931,428,756
zslgnqcm,0.742,0.57,0.947,11,1111
llmjhmbf,0.449,0.064,0.066,25,1788
gitabync,0.607,0.251,0.968,670,1231
zmjbyzrb,0.587,0.998,0.307,71,460
qsrnviul,0.371,0.075,0.239,248,1786
bqfcaray,0.213,0.292,0.275,226,1293
btgrgmol,0.289,0.024,0.471,618,1466
nfadqgcg,0.447,0.396,0.797,230,1618
jdwydjzv,0.892,0.403,0.099,910,1548
fikarvcf,0.856,0.439,0.189,169,280
arpaiwww,0.285,0.619,0.484,74,1134
bshhsiiw,0.9,0.636,0.75,89,1015
ftyvfrjd,0.053,0.667,0.005,22,83
fssuhyih,0.955,0.799,0.192,855,1086
auiiygpn,0.951,0.798,0.101,761,964
mfqmwxop,0.141,0.126,0.583,403,426
wuavkhxe,0.589,0.449,0.156,795,1469
mmajzbtx,0.501,0.124,0.824,516,1771
bwleyjvm,0.198,0.995,0.978,945,1161
vjpplpcr,0.608,0.951,0.933,890,1548
uelcrfzs,0.704,0.959,0.33,906,1002
ocyaywkz,0.89,0.04,0.826,725,866
bvglkffq,0.325,0.955,0.436,844,1582
tpjjxmwf,0.591,0.14,0.299,154,719
nprrwmus,0.245,0.059,0.153,913,1350
pmyklnwn,0.704,0.127,0.676,882,1945
rhvuyybl,0.932,0.961,0.058,498,1607
azqzwqrn,0.42,0.172,0.868,658,886
tvcgavhl,0.741,0.573,0.281,128,1117
gcbfeqes,0.826,0.599,0.061,908,915
rrvegkyt,0.66,0.451,0.11,735,1347
fksjkpjp,0.656,0.059,0.1,353,1792
qnpvysol,0.403,0.373,0.025,990,1302
hmsrjysj,0.47,0.766,0.037,851,958
wahmymyr,0.404,0.083,0.456,674,754
akwohtcw,0.325,0.262,0.351,885,1934
mjcizwfy,0.53,0.335,0.155,823,1943
jroiuhid,0.466,0.402,0.307,217,1082
xmyibsib,0.936,0.707,0.761,25,369
qbpbeeso,0.16,0.03,0.219,490,960
wncnnfxi,0.213,0.043,0.076,894,1016
hlassrdh,0.888,0.485,0.129,931,1299
unqswhge,0.812,0.299,0.917,900,1557
ccbkxspo,0.991,0.717,0.796,537,874
jktcmmpz,0.892,0.295,0.866,888,1005
qeblevzp,0.661,0.319,0.8,917,1566
xdjgmudo,0.453,0.012,0.325,461,668
ptiiyctr,0.672,0.666,0.484,198,1972
lyhsmkkm,0.394,0.08,0.506,224,1122
vmrfdahj,0.783,0.426,0.877,602,1493
gnjwmiap,0.972,0.687,0.264,928,1216
ktapxzzs,0.602,0.532,0.707,296,1399
xaavkwam,0.879,0.585,0.49,474,738
kebftnwu,0.771,0.7,0.78,266,988
xpwhoowc,0.047,0.642,0.601,510,1631
pkwwmxsc,0.841,0.774,0.618,458,946
ymuzpdti,0.042,0.644,0.87,868,1054
osjusjcs,0.799,0.895,0.891,9,1539
pazivbfb,0.225,0.314,0.6,685,993
nmohtivi,0.817,0.41,0.029,68,576
ptonwnyc,0.381,0.433,0.626,107,1251
vkrxblsa,0.553,0.293,0.632,359,777
ednekxqv,0.733,0.768,0.19,401,1761
ccvelxho,0.593,0.603,0.112,222,1121
nbxufpum,0.753,0.949,0.578,303,1850
cbisuzds,0.756,0.119,0.005,322,1400
qqcekedp,0.066,0.487,0.091,621,1867
faoxvlfu,0.475,0.119,0.064,128,379
gjfiwiwr,0.19,0.55,0.826,195,205
uxbfdxrw,0.895,0.64,0.511,761,841
bsddghbu,0.213,0.507,0.784,405,1081
qpcquetu,0.968,0.796,0.408,530,1514
wbosnivh,0.183,0.86,0.738,697,1558
koyuicuk,0.561,0.635,0.297,0,1810
avqerzbd,0.691,0.688,0.25,790,1049
ngyslcjj,0.307,0.816,0.08,403,1112
cdbggljj,0.071,0.387,0.488,194,1193
xmyfyckn,0.487,0.085,0.757,904,1698
ljrbvrbu,0.331,0.575,0.882,242,273
ddcmmxba,0.141,0.724,0.318,553,1108
ewwlxyny,0.368,0.915,0.941,70,1683
ebyjpnga,0.722,0.882,0.418,617,1847
mcwoaayu,0.705,0.194,0.391,803,1304
sbzrbbir,0.588,0.53,0.889,765,1540
tqfzaszs,0.165,0.358,0.053,117,1200
lzooqxyk,0.685,0.892,0.661,532,1330
vnzzftsj,0.085,0.401,0.793,152,1962
vkpiaiqf,0.361,0.099,0.765,827,1849
tavgwrlv,0.657,0.366,0.504,156,1821
kfsugqwq,0.701,0.419,0.981,43,99
vehururo,0.123,0.501,0.219,909,1724
ztxymgtd,0.15,0.823,0.11,862,1119
fuhjhnbn,0.773,0.62,0.358,759,1118
edhpmxlj,0.056,0.156,0.893,163,408
dimhhxeb,0.5,0.209,0.3,951,1072
vgntxceq,0.549,0.334,0.532,442,1909
bikdfayr,0.874,0.603,0.092,234,1457
sqmaptbg,0.675,0.523,0.011,480,1894
qledjjky,0.816,0.125,0.452,350,1210
cgszyyyj,0.093,0.216,0.337,110,707
soyifvwn,0.551,0.622,0.697,738,832
vdijugrb,0.122,0.525,0.721,674,1259
iwmnwvih,0.152,0.39,0.693,835,1822
ylmllvei,0.316,0.701,0.972,75,642
sgsjgogj,0.207,0.244,0.152,297,1494
gbpophja,0.294,0.458,0.19,182,1593
utwshgva,0.548,0.507,0.342,79,1102
xvuwubjj,0.288,0.954,0.321,166,381
ncufnekk,0.003,0.675,0.037,67,1668
prdmmain,0.132,0.542,0.44,158,861
suazikxu,0.315,0.229,0.207,889,1175
zkhgniiv,0.767,0.223,0.277,455,1735
brlttmdv,0.518,0.503,0.439,655,894
kunhvtbq,0.302,0.08,0.579,120,1796
surbltbs,0.93,0.679,0.354,166,191
eikagmel,0.115,0.892,0.236,120,1430
nutvfcff,0.048,0.158,0.918,84,1744
bbgexgvb,0.303,0.537,0.304,180,1221
ihfyzfrf,0.341,0.957,0.429,45,262
bthmffas,0.991,0.263,0.269,84,1664
ewdyugdr,0.211,0.046,0.799,265,472
ueziukvr,0.929,0.397,0.324,497,652
ffbyfdfy,0.766,0.736,0.225,789,1075
apcotjpi,0.366,0.696,0.178,183,1850
tpfmwjhk,0.585,0.021,0.686,237,1916
zuzzfnwk,0.872,0.576,0.31,791,1847
iiycdrvw,0.533,0.406,0.387,436,1734
xgphshqh,0.045,0.207,0.906,171,1195
dxmqvyxp,0.841,0.867,0.921,248,1999
cvnkmnir,0.887,0.072,0.267,794,1044
fukicpal,0.699,0.54,0.669,224,645
ufvorpvh,0.566,0.274,0.95,436,492
kuhohtzm,0.031,0.611,0.25,716,1150
agalicga,0.291,0.793,0.166,434,1481
kdravnxs,0.599,0.257,0.833,150,1937
ipupbplk,0.672,0.868,0.514,601,1644
apllcpkh,0.232,0.542,0.233,15,1095
qvqdedvf,0.515,0.863,0.049,436,646
rzzwvnpj,0.834,0.076,0.022,613,1731
dkashjnq,0.938,0.175,0.761,889,1256
tuqekqat,0.434,0.487,0.83,687,1595
njvvdarc,0.001,0.377,0.207,56,544
ccafxcoy,0.468,0.848,0.143,173,875
vpuemxbf,0.422,0.453,0.717,703,1098
zjumsurh,0.144,0.58,0.219,402,1075
fbrdrzvi,0.848,0.605,0.667,882,1909
epfffigi,0.033,0.976,0.854,473,558
wghmeztj,0.5,0.142,0.518,588,938
uxtduvgf,0.914,0.54,0.634,194,500
mmtwdcsn,0.22,0.832,0.676,891,1367
sxekdroo,0.423,0.529,0.184,160,1757
eikufkva,0.665,0.778,0.432,394,872
ddbqkfgf,0.449,0.159,0.549,13,828
wcmwahmm,0.472,0.727,0.435,148,833
ynnkuqdk,0.35,0.813,0.482,849,1846
upvcktvn,0.859,0.601,0.004,809,811
lvbxebap,0.872,0.775,0.36,481,635
poshhaiz,0.192,0.02,0.704,116,1757
epsbhovg,0.18,0.989,0.788,562,1226
jxdwdefp,0.272,0.255,0.387,458,1511
cdxivweu,0.588,0.165,0.291,341,1898
wergleru,0.16,0.986,0.14,775,1329
oazvnvnk,0.724,0.85,0.506,871,1365
jonxahyo,0.437,0.406,0.145,627,1236
shilomri,0.342,0.51,0.166,835,1156
amqlvcyk,0.201,0.395,0.981,131,529
recgndcb,0.101,0.763,0.173,283,1600
fmahdtxm,0.998,0.353,0.898,536,1174
mugqbkzo,0.682,0.815,0.817,704,1838
nhtkyvol,0.522,0.103,0.564,268,1681
nwhsdmrr,0.271,0.237,0.2,547,1606
fmheytfz,0.29,0.599,0.216,983,1260
ueuxwtza,0.607,0.251,0.81,462,1020
nrepdafp,0.939,0.571,0.112,332,1188
zwdrgoes,0.322,0.353,0.384,102,936
tncxinfs,0.847,0.814,0.568,202,1688
ibiompmx,0.929,0.132,0.148,830,924
yusgeyax,0.843,0.48,0.264,9,1650
pofsyjrm,0.121,0.065,0.324,578,1996
wbwkkktb,0.933,0.379,0.659,699,1555
gmjqqhad,0.873,0.925,0.935,261,579
andxxpbv,0.95,0.222,0.117,125,1214
eqoybxgf,0.527,0.198,0.487,947,1730
qcrzxnpm,0.632,0.609,0.253,972,1453
xjrdgnxe,0.821,0.883,0.04,723,891
ixblwgnk,0.567,0.687,0.654,889,1355
kzpkljhq,0.599,0.477,0.155,97,631
vtjkyaly,0.077,0.594,0.644,409,1106
igsjhcby,0.724,0.234,0.783,380,954
tiyvvvaw,0.972,0.918,0.461,82,1444
adeqgoiv,0.776,0.422,0.712,625,1022
lxtonczy,0.121,0.197,0.037,845,1690
odrphtfr,0.51,0.149,0.02,908,1693
tlfypfio,0.034,0.828,0.295,722,1880
kdiwihhi,0.725,0.059,0.779,318,1288
mlhckigk,0.607,0.743,0.388,350,432
tdwrctpv,0.285,0.774,0.609,966,1151
gaqvczqm,0.857,0.315,0.957,391,1874
hxykyqjx,0.557,0.431,0.055,375,1895
dmvtkups,0.367,0.679,0.483,648,1946
ajzjmlyc,0.46,0.674,0.282,59,1141
pytxeieg,0.365,0.397,0.428,875,1780
flobbcqm,0.612,0.201,0.402,540,1648
kxfvnxgf,0.348,0.215,0.417,733,1902
xixukpan,0.033,0.675,0.733,678,1275
guxiydwx,0.536,0.006,0.296,727,1626
hrusmrak,0.263,0.893,0.955,807,882
afrhmtmg,0.174,0.513,0.324,527,1723
jtjqlyrj,0.733,0.74,0.711,151,1853
nsqtepaf,0.91,0.872,0.855,28,1574
xmpjooeb,0.227,0.614,0.953,724,1782
nsjmboiz,0.867,0.506,0.003,489,1330
wjzdbigl,0.286,0.609,0.376,366,1799
bshohdpe,0.577,0.222,0.771,147,1504
hpolnknx,0.806,0.546,0.869,3,1282
qhactoli,0.218,0.546,0.892,715,1084
phqgfqdk,0.991,0.431,0.355,842,1094
gxobzwwl,0.134,0.747,0.602,35,1140
rqfydodu,0.06,0.015,0.184,876,1408
fvqbyykp,0.613,0.307,0.147,734,1362
bxfkhlqk,0.265,0.55,0.418,145,1659
sashkvyh,0.937,0.572,0.076,688,1312
mwqlxhix,0.473,0.808,0.735,148,1104
wbnhuqoa,0.989,0.732,0.462,402,863
zlhqjgxn,0.938,0.512,0.382,916,1007
wumovmpb,0.652,0.894,0.918,703,842
wxqpctlv,0.622,0.23,0.292,34,577
yvooszno,0.648,0.901,0.461,204,1139
duubpclj,0.683,0.255,0.657,521,1960
ggvgyauh,0.136,0.931,0.28,652,1158
hfxzznie,0.119,0.517,0.043,529,1586
zejfasio,0.005,0.139,0.407,725,1935
sqgmoqbq,0.514,0.296,0.898,606,1090
xgefkwvl,0.711,0.115,0.165,874,1852
pqjjqtuw,0.688,0.186,0.889,314,929
gghxmxjt,0.485,0.188,0.71,205,1789
znjmpphw,0.539,0.039,0.971,125,1722
amvvfbuz,0.042,0.513,0.759,267,1646
rjzksmqh,0.473,0.001,0.298,919,1263
blbfplfh,0.583,0.323,0.376,750,1175
kpgtnhrw,0.533,0.888,0.957,902,1445
drksuknc,0.437,0.391,0.332,333,1161
gzqjodnz,0.866,0.95,0.797,275,912
mjscqqyg,0.887,0.786,0.752,387,1003
ufvivaol,0.815,0.39,0.812,459,1554
yldzedok,0.323,0.742,0.512,208,1465
ugcmzkzj,0.08,0.374,0.162,268,596
cntuhjdx,0.125,0.922,0.843,939,1303
tmfdiryz,0.093,0.7,0.038,916,1313
aeoowhch,0.294,0.644,0.349,720,1342
dqmdxpup,0.72,0.964,0.111,908,1935
maqteqgs,0.728,0.542,0.227,150,482
yogoyefz,0.447,0.62,0.163,805,1205
dpapuost,0.722,0.15,0.642,498,796
dzjminlu,0.363,0.35,0.643,179,1157
bcqmfpnd,0.659,0.282,0.811,522,1245
ytljrjfl,0.459,0.113,0.607,192,644
oncsxlzv,0.658,0.473,0.075,775,1472
ehornwxs,0.289,0.269,0.231,803,1448
jhwpwkdr,0.954,0.961,0.411,581,987
rwigfqkp,0.138,0.846,0.574,113,1855
ltjyxsly,0.448,0.56,0.802,245,1948
tvfwzmnx,0.433,0.434,0.148,70,820
zawwecaj,0.227,0.047,0.901,357,434
kopvbynf,0.735,0.076,0.251,45,1334
iuhtmgjn,0.747,0.78,0.302,32,767
ybsadfua,0.261,0.935,0.293,678,893
xjejbxdc,0.097,0.548,0.205,633,1337
fpcwhmzb,0.054,0.523,0.568,173,369
knfzsfaf,0.416,0.126,0.936,142,882
jrxheyig,0.526,0.496,0.476,619,1737
tlfhqjhf,0.78,0.027,0.47,947,1331
gshkseph,0.245,0.343,0.936,905,1926
pbvzznxx,0.762,0.049,0.484,498,1498
uudjaagk,0.564,0.284,0.956,780,844
sqhnyxsv,0.167,0.844,0.755,13,612
bavmjdzd,0.165,0.007,0.929,111,715
xywbkyks,0.257,0.674,0.549,825,1393
pdapipkr,0.0,0.133,0.568,838,1651
bcanponb,0.421,0.046,0.101,516,1832
btpueyvf,0.786,0.145,0.654,336,1212
jrygrlpe,0.944,0.722,0.417,872,1785
xijvrblh,0.359,0.964,0.445,383,1275
repntjxt,0.554,0.553,0.714,154,1405
eddywotm,0.658,0.704,0.575,539,835
gyknvenl,0.954,0.641,0.164,261,1278
lmnllmqc,0.008,0.166,0.89,298,1038
sbtdyxzs,0.283,0.062,0.732,363,592
qgorjkgt,0.474,0.929,0.457,728,1200
ffeqlrkk,0.197,0.494,0.809,227,972
gamdbpfm,0.765,0.373,0.44,557,1220
jhofemoq,0.699,0.318,0.925,586,1121
pgxvzxll,0.499,0.968,0.562,30,833
kfyovofo,0.049,0.901,0.807,345,1178
nlfbwwsf,0.447,0.899,0.331,116,873
wllynjue,0.838,0.423,0.257,672,860
jlvazddw,0.571,0.78,0.714,14,830
tspjhvtp,0.642,0.957,0.014,389,413
rqvrwqvo,0.552,0.374,0.037,932,1190
jtbtnkpf,0.712,0.249,0.892,278,1867
ccrzzjxt,0.105,0.672,0.806,893,1048
imbhgvli,0.773,0.555,0.851,484,1591
njcpmcuq,0.888,0.198,0.112,280,316
pgtehrny,0.223,0.67,0.617,498,1018
fqyoybkm,0.43,0.364,0.222,734,1856
uwbrgcpa,0.718,0.53,0.387,785,1867
zdtfljmt,0.436,0.979,0.828,958,1377
gqbeabox,0.105,0.106,0.827,262,324
ggdmfdav,0.357,0.081,0.219,602,1720
rclehiys,0.442,0.104,0.638,269,1754
tdhsbbvg,0.145,0.076,0.38,110,228
digzcvzk,0.851,0.233,0.985,343,801
rpjcueow,0.202,0.108,0.808,579,760
cgirekla,0.988,0.697,0.104,198,395
zxdtgfrk,0.365,0.159,0.315,670,1288
njibodnh,0.313,0.027,0.298,55,278
iffrjqmj,0.984,0.274,0.006,30,1368
frsfrffd,0.495,0.142,0.323,200,1044
djgwnfrp,0.138,0.338,0.365,818,1193
vabritac,0.336,0.083,0.587,121,1350
rrizrryn,0.54,0.116,0.293,8,538
juecdmkj,0.195,0.599,0.847,316,1768
ioxmjurh,0.099,0.615,0.6,548,850
eyuifvmh,0.115,0.5,0.804,995,1850
ipuhilhl,0.282,0.569,0.233,551,913
aqnxefvb,0.917,0.072,0.332,284,337
gihwzsqe,0.176,0.815,0.073,148,974
qhlktxsq,0.029,0.31,0.123,367,760
fokatifm,0.129,0.538,0.187,789,1622
ijqetymd,0.958,0.168,0.823,720,858
kfqoqsqj,0.697,0.64,0.235,21,1473
oxlhpbup,0.049,0.056,0.339,684,921
bzsnbjmk,0.01,0.035,0.177,15,925
xybzprue,0.103,0.335,0.54,879,1305
zvpjojdq,0.485,0.327,0.499,671,1595
uepqmeru,0.266,0.526,0.775,729,1191
btzdgtth,0.675,0.378,0.06,732,1844
nsjvsulc,0.815,0.633,0.434,942,1761
kncwskut,0.827,0.161,0.441,386,1077
xwxtqvav,0.318,0.17,0.661,677,1052
nmkqaaca,0.904,0.838,0.598,450,1745
rsdwlsux,0.863,0.528,0.119,591,647
dkjxkemy,0.807,0.514,0.707,776,1540
pojtuwus,0.94,0.602,0.259,80,480
pgezmlsx,0.453,0.94,0.209,340,1074
npbxbxbm,0.938,0.536,0.367,38,1728
fxippgsc,0.601,0.556,0.388,622,1834
cqpcjenu,0.12,0.425,0.676,813,1510
fpvtblca,0.037,0.563,0.489,582,1513
otvsuqfp,0.897,0.102,0.499,162,763
qtdyhcaz,0.186,0.309,0.552,708,1639
yrrboqqs,0.01,0.116,0.904,958,1736
aivotljt,0.991,0.993,0.807,596,1755
mgmmpngb,0.869,0.478,0.105,463,1366
docmybaw,0.468,0.128,0.069,570,594
crmvtuji,0.57,0.571,0.939,538,754
uvfupuhe,0.729,0.344,0.158,71,1932
logkmlve,0.406,0.093,0.554,667,1617
xoqmgrij,0.447,0.266,0.503,179,1377
bnfniran,0.994,0.395,0.921,840,1240
grznbogn,0.274,0.21,0.139,488,783
mzjvdfgr,0.428,0.838,0.356,187,627
cxjyqcij,0.945,0.94,0.671,969,1980
vaocxniz,0.264,0.501,0.886,923,1019
uprjjdns,0.005,0.449,0.849,906,1155
zfkuwewi,0.167,0.024,0.591,913,1371
gshethvf,0.567,0.912,0.163,70,886
exwrnfwb,0.392,0.174,0.92,157,909
nycjafvl,0.797,0.139,0.448,440,1342
edyfyhri,0.944,0.758,0.348,338,355
wurmkfwi,0.727,0.617,0.472,770,1162
nbgsxfga,0.631,0.072,0.039,267,1567
dnonpxva,0.313,0.345,0.918,309,1297
tvmoddmu,0.992,0.658,0.582,460,1818
htgxdwte,0.422,0.436,0.192,901,1744
ccidwyfr,0.632,0.32,0.903,651,982
wjdvmcrb,0.123,0.988,0.107,456,596
jnkupaup,0.257,0.201,0.948,563,569
sbeikkmy,0.223,0.872,0.4,164,1715
ovdgcvfn,0.806,0.663,0.561,600,1558
sdlayrne,0.933,0.605,0.115,566,1960
gglponbo,0.153,0.703,0.46,319,617
pdvwuxkf,0.122,0.93,0.402,482,1525
tbdqppys,0.613,0.134,0.537,923,1007
soerpzrc,0.292,0.705,0.755,674,1312
zpnbekeh,0.732,0.303,0.075,707,1206
hxlahoim,0.777,0.847,0.862,324,1477
swewzvuc,0.542,0.912,0.521,615,1222
waiblxdc,0.337,0.375,0.12,657,975
htzdvetw,0.171,0.966,0.764,707,1146
cfgmvodu,0.156,0.031,0.481,1,1298
dqzidjpf,0.213,0.574,0.43,837,1706
zvehafrm,0.994,0.957,0.85,162,1703
legvmiei,0.485,0.06,0.135,956,1457
qdcqvzxe,0.815,0.704,0.848,342,1122
zwqqirpg,0.262,0.57,0.561,66,103
yrqhnyns,0.426,0.416,0.233,215,1770
obmvozij,0.875,1.0,0.454,278,1323
yzzicbkc,0.181,0.876,0.482,194,543
dlqlybms,0.676,0.797,0.226,1,1156
fujjhozb,0.304,0.637,0.73,739,1177
gwhvirxl,0.469,0.011,0.286,196,1703
zdqocokn,0.88,0.671,0.024,849,1905
pqzbyqjx,0.424,0.017,0.692,989,1159
wqxugvuy,0.483,0.627,0.199,309,1029
mlwhhcaz,0.816,0.302,0.497,526,730
hujjyzmu,0.961,0.381,0.161,783,1878
gtvuuhnn,0.049,0.884,0.823,689,1712
jkjjrqfv,0.565,0.004,0.807,467,1281
uvichikh,0.134,0.873,0.452,136,890
mgjvclgd,0.15,0.523,0.76,631,1432
tuvatkfm,0.207,0.489,0.627,730,1560
txefzdaw,0.621,0.919,0.018,604,1928
ghxupali,0.25,0.262,0.932,450,1135
zhhbnqya,0.01,0.63,0.931,237,677
yhdugnhw,0.985,0.61,0.871,74,659
hzmqhjne,0.849,0.818,0.456,46,445
hzdjcgtu,0.361,0.931,0.047,582,1934
juiexcnt,0.691,0.658,0.239,990,1374
untadpbr,0.092,0.902,0.566,209,1092
bofravjh,0.121,0.32,0.551,854,1781
mxfcehca,0.114,0.45,0.502,440,452
vrsznetu,0.123,0.335,0.546,951,1454
mmfmhwsb,0.066,0.84,0.976,76,1146
nxxvykbv,0.558,0.283,0.125,776,1907
idcuuafu,0.445,0.507,0.617,977,1039
abkyrlnz,0.556,0.778,0.707,692,1834
ryfouhcd,0.237,0.603,0.629,158,562
oxiymugw,0.255,0.32,0.842,914,1636
ivswgknz,0.152,0.994,0.891,139,646
vdyxawgo,0.587,0.075,0.512,772,1873
wkbjuags,0.317,0.861,0.905,700,735
jhemtpyd,0.43,0.122,0.641,350,1511
lxodvpkw,0.812,0.835,0.319,518,676
ubajavso,0.972,0.355,0.074,405,1134
cddqjvjh,0.141,0.124,0.852,465,756
uixlfnjr,0.039,0.089,0.19,287,1768
xvieduun,0.762,0.228,0.043,187,1448
hngoxqml,0.484,0.993,0.228,83,1918
inbjxskm,0.217,0.611,0.72,582,1015
fcclyjzg,0.12,0.439,0.51,480,1567
cbjzehdg,0.74,0.996,0.237,419,1478
lnzlxzkf,0.923,0.628,0.507,369,755
gggbxwrx,0.617,0.15,0.994,156,1032
rwpgxqsz,0.562,0.98,0.296,616,801
grjvoquf,0.405,0.84,0.823,81,1631
hlrnmcjk,0.226,0.213,0.088,637,1137
yzjurbdn,0.111,0.574,0.023,713,1057
gqmdqjaa,0.926,0.26,0.337,108,1559
vvezlpmx,0.767,0.551,0.432,579,956
zmyjqlof,0.387,0.46,0.775,248,397
scpcveds,0.995,0.758,0.808,960,1110
hvoryzbs,0.559,0.188,0.113,776,1686
orawitsq,0.796,0.108,0.788,824,1408
zayjgsyb,0.436,0.524,0.262,603,1162
kwngeudt,0.535,0.425,0.684,253,1250
pzaoyqbg,0.084,0.537,0.337,483,1035
ayahvnxr,0.428,0.14,0.228,161,1705
vstbstmj,0.725,0.949,0.054,309,1622
ufufhiey,0.803,0.183,0.195,596,1449
pxlbkfqq,0.689,0.602,0.42,697,1576
coxccifw,0.591,0.417,0.797,245,1948
mxoumqok,0.208,0.998,0.289,245,475
nrtsqvey,0.663,0.767,0.143,353,1773
aflqhfjp,0.711,0.315,0.966,208,1314
wizmkkyp,0.421,0.901,0.082,5,336
zwdvkyku,0.504,0.716,0.559,593,1427
lddhiuzv,0.621,0.891,0.948,94,1037
xqurvxah,0.859,0.991,0.494,276,1959
yzdekobi,0.036,0.08,0.211,598,1427
hkvusfen,0.189,0.562,0.568,88,463
xucqykgy,0.875,0.947,0.879,249,1935
buczftho,0.903,0.921,0.223,889,1225
yokpdfms,0.918,0.703,0.824,207,467
htefcukk,0.418,0.884,0.749,693,1325
yxfyvlae,0.617,0.843,0.787,353,769
cgapnbdn,0.89,0.91,0.005,891,1744
hcnntdmc,0.149,0.382,0.209,298,757
mtnpklcf,0.524,0.869,0.531,208,413
unsckdxa,0.741,0.458,0.482,825,1573
cqvnbrjp,0.708,0.912,0.731,490,1506
duioakkc,0.5,0.666,0.037,804,951
hswkedvx,0.944,0.423,0.919,71,1944
bknqjeok,0.521,0.946,0.968,594,1811
lwhoosyt,0.505,0.039,0.561,704,726
fdwxphbt,0.616,0.21,0.365,872,1357
sgthhbbx,0.211,0.989,0.729,905,1562
ipiiwipi,0.397,0.948,0.72,857,1224
vzumsybx,0.018,0.578,0.865,288,1065
pkdqhtse,0.165,0.086,0.176,449,1440
yjagdikt,0.473,0.545,0.388,871,1970
woaqgqvd,0.722,0.206,0.417,293,1107
lvvrktfg,0.821,0.408,0.426,35,761
xlzraiir,0.615,0.033,0.956,811,1964
idfavshm,0.509,0.437,0.613,546,1892
gpvlhsfl,0.225,0.205,0.58,993,1950
orufizbh,0.216,0.636,0.009,682,1842
bnizhnkd,0.46,0.196,0.147,97,1960
syhgjcxd,0.956,0.312,0.271,260,533
pzwvnrcg,0.503,0.503,0.841,992,1905
hwijglux,0.381,0.719,0.063,513,936
zspjjsfv,0.209,0.567,0.653,699,1017
wrbkufyc,0.345,0.169,0.927,201,1512
gkjxpmpc,0.587,0.813,0.745,118,373
gzqjvlaw,0.578,0.044,0.757,629,1353
ldyuxbcb,0.174,0.635,0.792,872,1870
mhivmafx,0.224,0.66,0.531,286,1850
buvcfren,0.166,0.378,0.979,415,427
evwxdxml,0.867,0.129,0.916,615,1992
greefnae,0.009,0.558,0.254,599,1911
skbsxaut,0.054,0.062,0.118,937,1655
znjpvcvk,0.592,0.07,0.63,281,1391
uubaftph,0.367,0.054,0.669,920,1459
hwtfbudx,0.043,0.722,0.274,919,1943
xkllbavt,0.247,0.985,0.272,954,1325
loivfrev,0.965,0.03,0.053,108,1521
vcsnzylz,0.236,0.889,0.085,245,1404
sxhzbjoz,0.695,0.324,0.957,62,709
bupmeizm,0.232,0.527,0.49,378,1572
ptzqfxrk,0.178,0.454,0.064,313,1030
njhqncji,0.301,0.802,0.273,653,835
supxbinq,0.873,0.747,0.238,951,1802
vsdyxzek,0.615,0.413,0.707,372,556
ndydkcya,0.128,0.17,0.231,809,1028
qgjaooor,0.541,0.614,0.81,288,1249
tiarzxcj,0.584,0.298,0.044,2,502
skkdnroh,0.963,0.853,0.148,98,1940
zwyhrtzl,0.839,0.032,0.301,53,1384
fygtagxi,0.307,0.441,0.348,234,240
rslzzxek,0.766,0.857,0.489,434,534
epzuaqls,0.362,0.757,0.861,359,745
uigiajwx,0.179,0.401,0.043,5,990
hhaovxhs,0.627,0.426,0.107,145,325
wtcrysnd,0.785,0.685,0.273,998,1570
kipmxvzq,0.956,0.54,0.503,311,1773
oedvymva,0.584,0.104,0.973,334,647
auwtrblr,0.8,0.442,0.732,445,1807
uadgnjxi,0.227,0.051,0.94,148,301
vqeeqcti,0.469,0.19,0.981,957,1287
wgqktvas,0.71,0.932,0.714,206,1396
vtbohxjj,0.063,0.403,0.792,922,1422
xfafnvmu,0.122,0.277,0.932,730,1073
fjlwwtvf,0.031,0.617,0.47,34,477
hktlzjzz,0.721,0.415,0.476,128,696
atttijoj,0.095,0.057,0.026,882,1392
ocnerwpp,0.398,0.932,0.029,505,655
hnfusuls,0.454,0.201,0.34,724,728
mzkdyuzj,0.211,0.025,0.851,448,1706
tudjkosh,0.128,0.044,0.558,498,1839
xavnzffe,0.903,0.349,0.991,912,1122
nzaxniav,0.318,0.683,0.516,73,1465
lhlzsxor,0.032,0.389,0.097,613,1067
vtbchmiv,0.827,0.642,0.066,546,836
