name,elevation,aspect,time_in,time_out
mgmlkdsg,0.653,0.308,253,1530
skyiqhql,0.648,0.331,857,1251
uyugqbsq,0.647,0.364,221,824
yhzjnmdy,0.642,0.333,640,739
csspvzfv,0.64,0.272,550,1092
nktilbxx,0.639,0.253,686,890
kbonuwxi,0.635,0.325,694,1266
emimukbv,0.635,0.444,950,1206
ilsqncvd,0.635,0.436,494,1484
cyhwmdhc,0.635,0.5,145,1266
tjragqim,0.635,0.603,361,791
dgwkpjts,0.637,0.658,268,1728
nwugkwrv,0.64,0.647,975,1838
emkfxiou,0.642,0.478,384,1295
uvdqdsnk,0.64,0.375,338,1569
phrygmsb,0.639,0.306,78,729
sakjpxhu,0.637,0.283,87,1356
epiraubr,0.637,0.375,100,1302
jwdlqhwb,0.637,0.375,858,1436
aggjpsxs,0.635,0.375,65,637
rybexunf,0.634,0.375,907,1307
cskvtfka,0.632,0.278,934,1284
chwngmzl,0.629,0.478,419,885
sgwnsifz,0.632,0.525,405,1816
swlnjehh,0.63,0.419,35,297
vucedyjn,0.63,0.375,144,1572
oibfapwx,0.629,0.125,27,70
avszwgba,0.63,0.422,342,1937
cxqsuczg,0.629,0.417,6,1340
wtltohoy,0.627,0.458,329,1769
lznxugfg,0.627,0.339,771,1489
icbworoh,0.625,0.331,893,1426
ravfmfpt,0.625,0.356,207,1873
jovcghfb,0.622,0.35,772,1389
rfelqqkp,0.621,0.339,324,496
wlmffnxn,0.617,0.269,121,1775
dvbuekoj,0.614,0.25,992,1967
tktafikc,0.611,0.239,722,1266
pijpuxij,0.607,0.189,292,1839
sjqujnlo,0.606,0.114,890,1689
reextdyy,0.604,0.233,5,1756
bpbbplcm,0.601,0.286,620,1043
fsxwlwpm,0.601,0.278,786,1152
liuznrir,0.596,0.3,535,640
wsffadyr,0.596,0.356,946,1480
xxayrdly,0.594,0.344,829,1987
fmoqybxi,0.594,0.206,394,1843
fhvsrnon,0.591,0.103,358,1682
fpjgjxgh,0.591,0.047,336,692
mcymhtut,0.589,0.064,157,1522
plaiburw,0.588,0.05,628,797
zkusysij,0.588,0.056,794,1851
upgvrbwt,0.586,0.075,966,1504
wgprourh,0.584,0.011,597,905
emiywtcz,0.586,0.0,277,311
zydoqwvq,0.584,0.028,948,1372
ozwphkly,0.584,0.0,285,869
iyugacap,0.584,0.017,446,783
vpvoqaze,0.584,0.0,471,1580
sjgbfcbk,0.584,0.072,431,1470
zmedqcch,0.583,0.075,498,1380
ukfrgumb,0.583,0.075,109,1478
cjbnkgit,0.581,0.178,120,1135
ckwqikcr,0.578,0.219,833,1197
zrqtgbul,0.575,0.242,681,1448
wnlstqnv,0.57,0.261,44,1420
xpogmzsn,0.566,0.281,477,967
ltqmdeen,0.565,0.256,922,1639
zlfgicti,0.562,0.217,622,1366
vtkzplpb,0.557,0.197,288,1346
khsqvfsj,0.553,0.164,392,1230
xtnsajrw,0.552,0.167,588,1667
hgjkqfix,0.547,0.136,5,1817
fptxkvaq,0.545,0.078,247,273
jmwyeqtv,0.543,0.056,967,1731
jzhjoxya,0.543,0.933,423,708
bousqxua,0.545,0.892,953,1806
jupkiuqq,0.547,0.892,244,1795
rmaxjjlv,0.548,0.0,887,1839
wntficbq,0.547,0.992,325,714
yfnpxwwm,0.548,0.939,8,559
wueilnpo,0.55,0.958,472,497
pfnzbgtn,0.55,0.036,115,1173
rkswfqnr,0.548,0.061,918,919
nvdcdpgv,0.548,0.006,727,1648
owuqsqjo,0.548,0.858,981,1323
zarhqbof,0.55,0.386,40,1365
imyvihmr,0.547,0.289,244,545
vvhbdxmr,0.542,0.269,318,700
dkditypa,0.539,0.256,338,1856
nkkysori,0.534,0.25,15,1966
uegxydej,0.529,0.253,1000,1313
lgnnwylw,0.517,0.256,310,1726
xwgnlwjv,0.511,0.258,450,1301
diyyaihl,0.502,0.258,641,1808
ehraslji,0.496,0.258,100,1070
azbmscyo,0.488,0.261,210,1213
vkgwbxet,0.484,0.25,562,609
yzucrpwn,0.48,0.219,547,1068
dvsgflst,0.476,0.006,673,836
mgevahjq,0.48,0.819,682,836
nbtcunzm,0.493,0.772,933,1609
hitijyzx,0.499,0.767,515,1752
uaznqfpu,0.507,0.781,626,627
amipbgca,0.512,0.825,593,1559
tekgpmaw,0.517,0.825,637,1432
ikznwphe,0.525,0.817,42,1560
gptztocy,0.532,0.833,210,1442
hgdyhohp,0.535,0.842,533,790
qifeqklv,0.537,0.8,17,919
fwrtrydn,0.54,0.797,221,1523
kdszpqie,0.542,0.806,648,1274
lgdtwatl,0.543,0.792,84,1936
znjanhew,0.545,0.889,948,1561
coarznxk,0.543,0.942,382,1804
vwbhlhjr,0.547,0.85,20,1082
fyajbcyg,0.547,0.875,755,1466
cddgnyit,0.547,0.056,18,249
nmjqeaqo,0.545,0.125,787,1564
odywempr,0.543,0.081,373,1580
mouicosi,0.543,0.097,785,1048
wbdkbwic,0.54,0.125,105,1355
vrgmadsw,0.54,0.1,51,704
ygenibmo,0.539,0.189,876,1282
mfdhtwtv,0.535,0.186,887,1317
lpvszexx,0.535,0.125,250,1640
inpybpnv,0.534,0.211,775,1772
xndovbjo,0.53,0.231,425,1978
oeozevtp,0.527,0.214,488,1781
yokmqupf,0.525,0.208,935,1166
fgxjqzba,0.521,0.214,960,997
gjgndmbw,0.517,0.189,890,1335
qtzmlxfq,0.516,0.114,180,1230
kmvwjuri,0.516,0.2,533,712
mrydkkic,0.512,0.133,866,1116
ouzknzwd,0.514,0.875,169,1307
ucvjtfdz,0.517,0.889,877,1408
dxosocgv,0.519,0.969,513,1043
lmfljgjw,0.519,0.078,194,804
kflmltxh,0.517,0.325,186,1062
liypsqos,0.519,0.472,335,1779
ithlfsvk,0.517,0.331,677,734
fdcyaogy,0.512,0.328,150,651
kzsihhsg,0.511,0.414,392,1027
iizujhcw,0.511,0.425,663,734
wzxhtacd,0.511,0.469,508,1042
uakpbpki,0.511,0.367,804,1255
dzwhzmgg,0.507,0.306,173,926
hrmkdbae,0.507,0.236,429,1763
rftlebxl,0.506,0.272,487,1784
rjyoeqyl,0.504,0.333,115,1797
evdtqogz,0.501,0.353,299,1902
qflitieu,0.499,0.342,166,1150
vwscxirl,0.496,0.328,62,1858
bxpjvnxh,0.494,0.333,268,1016
bbpgkubm,0.493,0.303,200,949
jnvcjtgc,0.489,0.469,878,1550
tlavbczy,0.489,0.375,498,873
fxgcvzmf,0.486,0.358,746,1684
xlmqlqrx,0.484,0.475,503,623
ipfgkzxn,0.484,0.531,169,341
hkgxhowi,0.486,0.494,230,1933
vqwcsluz,0.484,0.503,879,1264
usqwvfhh,0.486,0.528,30,1577
yzzzlwfv,0.486,0.494,156,1781
sjbgdkah,0.486,0.45,302,574
bfvjgnfh,0.483,0.408,890,1447
pizkgmsp,0.48,0.358,937,1397
mozqoipv,0.475,0.339,558,1011
wyobxexo,0.473,0.381,874,1492
ekbhizex,0.47,0.461,869,968
siipajub,0.471,0.497,61,798
hkscdztt,0.47,0.456,205,1733
ptwotgun,0.468,0.425,269,534
bmrewpsf,0.466,0.375,333,1526
uhovwzkq,0.463,0.306,219,1115
ummsigmy,0.461,0.283,386,447
weuhypbk,0.46,0.25,393,1314
vedrzpkn,0.46,0.156,962,1090
rjhvveis,0.458,0.097,514,716
ioedibcd,0.457,0.994,675,1286
qvfgxypw,0.457,0.986,246,1748
kmvsqrrh,0.457,0.05,308,372
arvyxifl,0.455,0.925,470,506
ljvlkgye,0.461,0.872,381,676
cktelcqx,0.462,0.95,398,1822
dztqhbri,0.463,0.986,559,1031
vooxrmdc,0.462,0.097,446,714
bfdzpmlm,0.46,0.172,438,1874
uinwrupf,0.457,0.164,289,1561
jbzdnrbq,0.459,0.722,279,1768
rgvfrfno,0.46,0.219,700,1607
mrjapcfl,0.457,0.178,906,1397
oitwpcxq,0.456,0.142,185,1424
avgmpmwh,0.455,0.056,412,936
vbthnlqg,0.455,0.075,352,1850
vyelckkn,0.453,0.114,181,1455
snshkmew,0.452,0.05,451,1682
igbdsdyj,0.452,0.008,564,1559
ukbeaqfe,0.452,0.347,294,1639
gfbirkwa,0.45,0.331,611,1282
isapxaxm,0.447,0.281,649,1927
fusdrcvs,0.445,0.222,519,1940
azvccuaj,0.444,0.0,990,1170
xivgsmvd,0.445,0.314,375,1033
sgrsmhpq,0.443,0.256,858,1867
ilkyybhf,0.442,0.186,845,1601
civtilys,0.441,0.161,400,1235
jpevimnu,0.44,0.161,708,937
scrheyyb,0.438,0.158,516,579
cxymlrtw,0.437,0.103,145,683
cbmvjvjw,0.437,0.067,477,576
gmjnmteo,0.436,0.272,686,1456
qjjwcsum,0.436,0.525,496,1542
bjeuxlai,0.437,0.425,25,546
rbaapvlg,0.436,0.189,33,1174
qnefuxzu,0.435,0.214,534,1440
vhjgcqws,0.434,0.233,423,1623
imhvclqj,0.433,0.161,933,1546
hvggkwtp,0.431,0.136,75,1250
sczbyhix,0.429,0.147,465,655
xycljzop,0.427,0.25,77,1018
eegcihim,0.425,0.336,728,948
yislmpnl,0.422,0.392,514,1471
mzgglsjk,0.422,0.414,310,1058
yhajrpeh,0.419,0.425,402,772
yravcyol,0.418,0.414,341,1782
kmunxkkw,0.415,0.392,411,422
tpzovrgg,0.411,0.372,428,1842
fupltidq,0.406,0.383,999,1268
jabbcvjx,0.404,0.403,235,1399
ehvidcyq,0.4,0.406,490,796
jkznqgoh,0.398,0.375,737,790
rmyvmqzw,0.393,0.306,933,1434
kkpokput,0.388,0.194,864,1488
rxjkgwcz,0.39,0.928,945,1070
isgeyokb,0.392,0.964,63,1255
znyvbsqm,0.393,0.972,807,1362
faesyggm,0.395,0.953,333,441
vnawdcdy,0.396,0.964,965,1630
dyemycpo,0.397,0.944,675,1110
erskgpll,0.399,0.933,171,909
bdzvnogh,0.4,0.975,571,937
khzqvrov,0.4,0.064,495,1664
qhwcfmwc,0.397,0.086,790,1541
kvbaxhje,0.397,0.089,202,1151
kpniyniw,0.395,0.203,114,693
mwjqxtfd,0.393,0.233,981,1282
zoajtvgu,0.39,0.231,294,1156
glpflygp,0.388,0.278,924,1215
tlzopeeg,0.387,0.35,283,1678
ywzrxqzs,0.352,0.044,169,1247
ubqbkwva,0.351,0.036,7,1872
symbbubc,0.35,0.992,365,1646
dzycsxnk,0.352,0.956,292,421
rktizbcs,0.354,0.003,474,1033
nyurcegn,0.352,0.014,216,542
bqxqgqzg,0.353,0.036,959,1870
opzpjkzf,0.35,0.103,775,1736
qvukvtbn,0.347,0.103,571,1033
gejwewnp,0.346,0.125,304,910
oupwvghq,0.344,0.2,970,1303
xsqnktyi,0.34,0.203,183,803
bztyqwud,0.336,0.092,503,1021
olumreyx,0.336,0.961,42,949
opvfzfgd,0.337,0.947,430,647
jjyxkyyn,0.34,0.956,662,1621
rksuptva,0.339,0.081,181,1571
aweupvdt,0.335,0.125,758,1868
owsjmern,0.334,0.086,5,815
ftesprlm,0.334,0.044,898,1343
xxodwczy,0.334,0.175,249,422
vbymmfcq,0.331,0.167,808,1442
svmovwss,0.331,0.125,260,1499
hkitgisp,0.329,0.186,108,1086
ijukgkdt,0.326,0.169,878,1935
qfvmonnj,0.326,0.108,145,1296
rhdakrun,0.325,0.103,878,1069
qredogee,0.324,0.164,784,1928
dtptmzvd,0.323,0.233,591,1453
qdplxqna,0.322,0.275,126,1001
uxlmndhm,0.32,0.25,956,1010
nzydpezm,0.317,0.214,780,1611
qddrnbvd,0.316,0.25,305,618
gxzwlfaj,0.316,0.3,834,1606
zwpnixgw,0.315,0.269,808,1272
uhgorwdy,0.653,0.875,336,1210
ncrcplcx,0.657,0.886,117,1755
vyswdady,0.658,0.925,277,1017
ofehsmyz,0.658,0.036,962,1187
aonxtbnb,0.658,0.111,182,699
ovthwnqa,0.655,0.125,929,1171
ekpovsxd,0.653,0.153,158,1902
varqkrdc,0.65,0.181,263,1849
roetcrwo,0.645,0.161,406,892
ysepxidm,0.644,0.158,176,821
xznbcugx,0.639,0.153,478,1263
eirwwjso,0.635,0.158,685,1502
qctkwkat,0.629,0.169,453,819
zkkfslej,0.625,0.178,252,1940
hvicghfd,0.622,0.325,64,1706
icbprffl,0.624,0.583,229,1437
vuvnvqyu,0.625,0.597,284,1029
qnmyccda,0.627,0.586,342,1839
ejpnatvx,0.629,0.511,22,729
mgatlobr,0.627,0.517,774,1980
uxcxqhjc,0.63,0.575,572,1070
zreoherd,0.632,0.55,910,1742
mdcebuct,0.632,0.478,408,462
pasvanau,0.63,0.506,558,838
stmlphyu,0.632,0.594,383,1283
zrouasle,0.637,0.617,189,631
yjmdshvz,0.64,0.592,454,1893
osqrgdgd,0.642,0.519,677,968
kfrirfkd,0.64,0.481,856,901
lzphkbkx,0.64,0.461,793,861
xkgkbinj,0.637,0.436,103,573
cjwxincd,0.635,0.436,872,1278
ityqyeom,0.634,0.414,259,1646
azkgdasa,0.63,0.394,166,174
rounxxeu,0.627,0.383,515,1359
ofholtxh,0.622,0.406,191,929
zrrhheye,0.621,0.444,72,1052
jjhlzden,0.619,0.444,560,970
lrgmrydw,0.617,0.464,159,1488
xzwjoora,0.616,0.489,676,1760
xjduwdgg,0.616,0.453,329,1910
ofroftuh,0.612,0.419,672,1019
baeabpnh,0.609,0.456,144,808
ktpxnnnx,0.609,0.467,254,1924
osszjzdm,0.607,0.442,282,1201
maqpkshp,0.606,0.447,179,1233
wjouotdw,0.604,0.472,195,525
lynaozvx,0.606,0.531,252,868
leemqwww,0.606,0.567,730,974
rhtpugbo,0.607,0.561,785,1066
dclfgcfp,0.607,0.5,329,1991
aqcqyonz,0.607,0.486,644,1563
perzndde,0.607,0.6,442,1023
mbyoyras,0.611,0.644,415,992
gqwurvts,0.616,0.633,715,1282
vmgwtyia,0.619,0.617,990,1902
rukqwknu,0.622,0.617,229,1849
crfyqryr,0.625,0.597,252,724
jgmlrfxm,0.627,0.564,135,649
lnqjuhfe,0.629,0.603,417,1136
ztahnjim,0.632,0.625,212,1039
nabcsjsn,0.635,0.581,155,1575
rucdwspm,0.635,0.447,271,1084
ulfhlqyw,0.634,0.514,703,1214
hijstfog,0.635,0.558,399,1701
qqfybnpt,0.635,0.608,644,1945
vbcwgjzf,0.639,0.639,424,1434
jugeziio,0.64,0.542,550,679
iouwkhrc,0.64,0.536,911,1603
frmmhkpq,0.642,0.586,391,1686
orkypvtd,0.644,0.625,501,1783
llvalrtw,0.647,0.669,603,819
hwbqfpma,0.65,0.564,708,803
iizucrsh,0.647,0.375,89,304
hfnplaxq,0.648,0.533,407,963
gvamhjdb,0.648,0.547,229,1586
zqnixjuf,0.65,0.569,255,1615
dnoxelpj,0.652,0.508,104,679
nevoyjnn,0.65,0.397,768,1091
fyfyernm,0.647,0.347,750,1093
ohjqmvnc,0.644,0.322,849,1135
xniouqbq,0.642,0.314,922,987
pfatoyjk,0.642,0.25,980,1378
eqcmmjzd,0.64,0.217,604,1274
iiqnevxj,0.635,0.211,698,795
ydemisho,0.635,0.281,811,1210
gylxqkrc,0.634,0.375,892,1729
pqyuvoaq,0.632,0.483,947,1645
uzxsrhcq,0.634,0.572,497,1269
vielmnhf,0.635,0.617,896,1186
dfcuwoad,0.639,0.589,483,1177
mrieerrr,0.639,0.511,345,1761
ocizmtsy,0.639,0.486,983,1878
lehvifde,0.639,0.4,483,681
jgypzztx,0.637,0.333,649,1609
uwkssztd,0.634,0.414,757,872
qgqqavrp,0.634,0.447,971,1964
xcskdnvb,0.632,0.428,323,1634
koxazcso,0.632,0.461,728,1702
jnjbltoc,0.632,0.397,610,1355
vdxbooep,0.63,0.417,363,1292
dlwcxale,0.63,0.414,97,876
dhfrbnnj,0.627,0.472,673,1237
ukzggxdj,0.63,0.664,236,1506
mazhcsca,0.63,0.25,982,1080
clvzwear,0.629,0.286,453,1105
qbuydlhf,0.625,0.322,828,886
qtjbcwuz,0.625,0.511,95,635
gzoktpop,0.627,0.383,882,1670
afrhaamy,0.624,0.353,701,1652
lcqzarvw,0.622,0.369,569,773
wfoyipoj,0.619,0.375,464,550
xtdwrmas,0.617,0.417,299,1529
oqefpcgz,0.617,0.319,478,1012
cfylhdbc,0.612,0.269,25,1364
hqbvagkb,0.611,0.222,156,932
awbxantl,0.607,0.117,106,1469
avgkzowl,0.609,0.053,864,1566
auwylxle,0.606,0.136,288,419
vgcsmrnt,0.603,0.092,896,1204
nulxbtii,0.603,0.094,887,1287
cyohxjhk,0.599,0.125,156,1967
kvlnlvsn,0.596,0.094,604,1290
qxhvvwdi,0.594,0.083,967,1962
ptssldvh,0.594,0.047,484,1307
ylbxfypo,0.594,0.008,162,598
cmbjhzoi,0.594,0.042,271,1503
lwsfmbbh,0.593,0.058,84,1841
emcemjiv,0.593,0.047,189,1866
ntdfexpo,0.591,0.064,293,1812
djscoppz,0.589,0.072,966,1978
ncxcfoux,0.588,0.028,481,874
wuelzwjq,0.588,0.0,172,781
abpuibzb,0.588,0.039,694,1447
vbnekomq,0.588,0.075,274,593
hwycmtxo,0.586,0.114,237,1386
tcabzdkg,0.586,0.125,53,1886
ybykodxr,0.586,0.208,967,1796
ezjewwlp,0.584,0.142,408,1913
coylhfcc,0.584,0.125,984,1155
zitjxejd,0.583,0.206,762,1047
edfgxysm,0.578,0.217,204,1929
vmqsjazy,0.573,0.219,88,311
fkttrviz,0.57,0.217,696,1510
wdkpgkvs,0.566,0.197,992,1992
xxlsektw,0.565,0.167,242,1588
xqxfldjt,0.563,0.169,750,1967
snfncrdd,0.56,0.169,168,1783
cskgayay,0.557,0.175,763,1097
gwltiucs,0.553,0.219,265,1691
ydztfsip,0.548,0.231,972,1380
yuharvqq,0.548,0.156,537,1111
aszgxzao,0.545,0.072,957,1038
fbtjhkbc,0.545,0.931,126,572
yzwqpqzn,0.547,0.908,201,538
abwiwwzd,0.548,0.908,296,683
uqzwhgzp,0.55,0.961,719,864
zlolsets,0.55,0.981,642,1268
fxczwyfb,0.552,0.942,753,835
kwbrpzas,0.552,0.947,66,1795
oiucdwap,0.553,0.069,174,1134
gcaknmsx,0.55,0.1,373,1952
igdfozte,0.55,0.1,744,1554
jujofwiq,0.548,0.25,569,1576
idhncewc,0.547,0.361,817,941
jyfuqmhz,0.545,0.319,47,1162
fnvefxeq,0.54,0.314,380,1756
hjeqplbn,0.537,0.319,410,1953
kpeayvbj,0.532,0.294,702,1828
qnmntzvg,0.527,0.269,738,1867
lxtajdke,0.516,0.275,366,730
ubafciqx,0.509,0.283,28,1389
owmvsrmg,0.501,0.269,254,420
jdiepwol,0.496,0.25,801,1783
cjlpdkeo,0.489,0.222,930,1389
blfjwopl,0.486,0.192,153,1008
cgqqvexb,0.481,0.161,287,1104
anguscly,0.48,0.956,668,738
wqjnwcad,0.483,0.847,785,1739
kwxdofqx,0.488,0.806,987,1855
ehrdqaje,0.494,0.8,810,1417
dmocrvvt,0.501,0.803,340,1112
ygkcmvyt,0.509,0.808,852,972
qquprtsi,0.521,0.822,148,528
wuafgeis,0.529,0.808,228,999
ugdvizpn,0.535,0.828,595,1162
birivqjs,0.537,0.897,836,1780
crstoure,0.537,0.875,232,1264
dbubuzio,0.539,0.783,329,1877
hgqbafut,0.542,0.75,598,1122
gloknzrs,0.542,0.767,692,984
rkyryyjy,0.545,0.831,628,1253
fybfpuix,0.545,0.0,48,1460
devdcgaw,0.545,0.731,513,1930
nzgvbdpr,0.547,0.778,144,1153
ueklbiwn,0.548,0.936,661,955
ehjvswnw,0.548,0.089,296,1154
icyjcvhf,0.545,0.075,545,843
utkpmptx,0.545,0.061,502,694
fhehyein,0.543,0.1,906,1491
abopvrdh,0.542,0.108,600,1396
cljerfob,0.54,0.158,770,913
wtpcsldq,0.537,0.147,991,1028
xmagyjyk,0.537,0.125,458,1181
ilwkurrx,0.535,0.183,809,995
gvzhfcog,0.532,0.192,611,1650
ndwbgnau,0.529,0.206,221,692
ymoindlf,0.527,0.231,443,973
uswfvdwg,0.522,0.228,129,1362
mkqwzjyt,0.519,0.222,545,1209
bkiuebgs,0.516,0.228,463,1139
wyxlblof,0.516,0.181,836,894
gurjqhoe,0.514,0.986,435,947
xjgqffgt,0.516,0.85,821,976
uhupfjgo,0.521,0.864,381,1738
dptjwryz,0.522,0.0,766,1909
uapjexzv,0.521,0.206,823,1815
atjwdlwc,0.516,0.292,183,662
luaibsjh,0.516,0.419,888,1070
nyogfmfx,0.514,0.325,290,810
gptipvnr,0.511,0.272,625,1641
qoszytnz,0.511,0.125,757,1010
wffvgrwc,0.511,0.25,671,894
worcmjaz,0.509,0.375,896,1916
vavehchp,0.509,0.367,979,1986
eskbzztd,0.507,0.364,626,716
njtceeeg,0.507,0.3,638,1622
zmtnptti,0.504,0.286,687,1055
fezbotci,0.501,0.303,338,875
jndapxij,0.499,0.314,800,868
shrknjrm,0.498,0.297,651,1703
ouzbqheu,0.494,0.297,471,658
hehpkumh,0.493,0.322,917,1002
ntsgbuwi,0.491,0.297,590,1578
vtpwrkzq,0.488,0.286,993,1931
buydjwic,0.486,0.375,893,1224
xcitewxs,0.486,0.375,631,1598
dybjjyox,0.484,0.189,575,1963
bfwtgawa,0.481,0.3,547,1004
zgezubrc,0.481,0.425,92,830
kfuwivxt,0.48,0.456,213,732
glgcmfnh,0.48,0.511,380,563
iginwkjx,0.48,0.492,137,1794
yxcnqnah,0.48,0.444,164,1649
xrqgddrt,0.478,0.428,223,1327
lthregpk,0.476,0.375,732,909
bprdcqdk,0.473,0.292,683,925
blzngqhz,0.471,0.25,129,1852
wsxyfrsl,0.468,0.294,47,1556
yeurouwj,0.466,0.419,235,1729
ptvypqvh,0.466,0.428,669,1259
vyzkonvg,0.465,0.381,289,1950
iyksohef,0.463,0.35,863,1968
qpjoolwg,0.463,0.292,613,1638
qmvvwutt,0.46,0.225,448,1587
xjiuqtbu,0.46,0.189,864,1191
uwxftikh,0.46,0.031,496,863
itfarwjb,0.458,0.994,59,1278
iyksmwvm,0.46,0.981,35,1825
qxzoxtcc,0.46,0.969,49,1096
twzmpatl,0.461,0.017,810,813
dmjpuqgm,0.46,0.969,752,865
fzmpnsfd,0.463,0.903,255,1688
lgdykgpq,0.463,0.994,439,1922
kwjqqnlz,0.462,0.025,504,535
vtkncdij,0.462,0.086,799,1272
elacqjke,0.461,0.147,480,1712
hilobvqc,0.458,0.131,762,1716
xfevrysn,0.457,0.897,929,1295
jvxpgjco,0.459,0.942,989,1684
mtjjzeli,0.459,0.189,262,1517
zkghrrik,0.457,0.217,289,1346
txqkcslc,0.457,0.075,372,631
tnewynsi,0.457,0.206,979,1369
qfbckzsy,0.454,0.231,89,500
eljvmpin,0.454,0.175,737,1146
qfchshxa,0.453,0.211,777,1458
vljvczhy,0.451,0.244,602,1893
iehhomak,0.449,0.222,831,1611
bpgnaiwh,0.448,0.178,633,831
afctlnbz,0.446,0.172,990,1381
ruysehay,0.444,0.086,489,1252
qzertegf,0.445,0.161,274,791
fzxjpwye,0.443,0.194,703,1795
votgatwe,0.443,0.172,758,842
jztqxhuw,0.442,0.242,124,1173
jbjrnodu,0.442,0.272,668,1412
gcwvtggh,0.439,0.231,207,990
wxailcev,0.437,0.167,555,705
yvvosifs,0.437,0.175,119,1732
ibyecoto,0.436,0.242,579,757
tfhsncsg,0.434,0.5,719,1307
uptsbixj,0.436,0.453,27,315
lutjxwdf,0.434,0.4,327,1276
kqrgmfbr,0.433,0.411,640,687
mfjjldpq,0.433,0.403,690,1212
qnuhdlrw,0.432,0.331,509,1012
uzvddjbl,0.43,0.306,488,650
sfwrifli,0.425,0.325,737,1835
ydaqdnvw,0.421,0.364,855,1012
aqbljwpc,0.419,0.411,205,1370
ufqfqvvj,0.417,0.422,671,846
noypmnae,0.415,0.419,403,554
ratymyoj,0.413,0.419,905,1125
lyznymrw,0.41,0.408,300,614
rreesaeh,0.407,0.381,670,923
curkoens,0.403,0.361,217,272
icxvjwbt,0.4,0.361,801,1600
lvdixjca,0.396,0.375,373,411
bmqywnqk,0.395,0.35,367,796
vgdswdfb,0.393,0.169,972,993
etsbhofx,0.391,0.978,829,1786
nywyrnmd,0.394,0.908,620,1289
pxivgycy,0.399,0.942,761,1916
qexkwfnx,0.399,0.978,905,1591
lyrsvsiw,0.4,0.972,767,1300
bmbgchwi,0.4,0.978,995,1257
inidjmuf,0.401,0.947,831,1250
zqjtlktk,0.402,0.95,211,991
fphuvpce,0.402,0.019,371,1159
oiaqgmbz,0.402,0.081,214,966
ezdfwmfy,0.401,0.125,842,1404
vfxbytte,0.399,0.153,930,1013
tezqkvww,0.396,0.183,946,1864
kixbudzu,0.393,0.2,981,1125
tvfligvy,0.391,0.225,360,1463
nivomeuv,0.388,0.275,27,805
xpndgjtv,0.386,0.333,272,1353
wtoptenr,0.384,0.367,21,879
iygtnrir,0.357,0.978,598,1129
mtwripyo,0.358,0.011,509,1382
lfbkkcpl,0.357,0.006,75,1399
yrbfdutv,0.358,0.983,992,1348
iqhpocvq,0.358,0.011,876,1410
imemyjig,0.357,0.014,371,390
ewgtahyq,0.357,0.067,435,1493
hswkfydt,0.354,0.15,421,562
xiumledp,0.35,0.175,540,1038
bwmpngbm,0.347,0.231,195,431
xtellmxz,0.343,0.272,533,1032
ldpmyaxn,0.339,0.233,891,990
lijwlxok,0.338,0.972,653,1804
iqjmyuxu,0.34,0.944,762,957
ghnmnzck,0.341,0.975,449,1747
anciwkws,0.34,0.967,503,1676
yukldyny,0.342,0.042,860,1218
hppalnwy,0.339,0.1,628,1898
hhwfdzou,0.337,0.1,185,1060
yvoiopry,0.335,0.067,522,1964
qjubmjub,0.335,0.089,506,1670
qllfdozr,0.333,0.075,786,1548
vtijqkux,0.333,0.047,913,1459
kpqfofqm,0.332,0.131,551,1122
gxnhkisz,0.328,0.119,874,923
rjwpzdbp,0.328,0.1,740,1669
fejbypuy,0.326,0.125,194,682
hkyzzqnr,0.325,0.125,137,1188
rnxhtmua,0.323,0.161,496,1254
ygptcfkl,0.321,0.2,414,1629
imyptcdq,0.32,0.219,596,1220
modmfmqr,0.319,0.208,426,1953
scdyjilk,0.318,0.169,981,1504
glxydstp,0.317,0.242,609,909
jkggqqbo,0.315,0.272,690,959
oigcklhv,0.653,0.864,380,421
tcuuceny,0.657,0.875,748,1770
zkezdvgy,0.66,0.897,388,1063
gustddwh,0.662,0.961,936,1780
wiqghiju,0.662,0.047,790,1294
yqtapyaj,0.66,0.108,326,1527
yjagcdds,0.658,0.139,173,1837
ghjqxiyh,0.655,0.161,860,1068
nwebtlsi,0.652,0.186,679,1006
hikpzcpu,0.648,0.181,488,1193
hhvgcnem,0.645,0.153,256,1097
fupvgvlr,0.642,0.139,94,1122
qudwwnvd,0.639,0.156,506,1748
ktguwqas,0.632,0.164,222,728
leqnujdh,0.629,0.172,166,1296
xaqtuoqm,0.622,0.158,538,1749
gpeyvxwj,0.622,0.0,853,1455
bqpvbuzd,0.622,0.528,230,1269
isgpfpfd,0.624,0.55,875,1120
pqyktvhh,0.625,0.489,261,1669
lhyvwycq,0.624,0.506,998,1163
pouywltl,0.625,0.561,793,908
aoiijove,0.627,0.531,877,998
qbnaipxv,0.627,0.475,151,799
cpjnvgxq,0.625,0.5,652,1260
boickgwz,0.627,0.594,942,1959
rdanpltv,0.632,0.619,238,584
ertrpeny,0.635,0.578,693,1309
ipvpytrx,0.637,0.492,589,819
xikbpaij,0.635,0.458,371,1152
ylgdpmmq,0.634,0.45,994,1630
reirfnsf,0.632,0.447,116,588
dlwcqtfq,0.63,0.458,78,180
pyjdyyav,0.629,0.442,208,745
viyhskaa,0.627,0.406,731,1074
qhotmrdq,0.622,0.381,289,463
kawezcts,0.617,0.403,220,536
wvthxraf,0.616,0.436,251,1087
ltjsgvrl,0.614,0.425,187,384
oarcfgzg,0.611,0.494,480,1609
acroejok,0.611,0.447,56,1732
