name,elevation,aspect,time_in,time_out
ntpdnoin,0.219,0.05,523,1508
pdordbpd,0.25,0.661,683,1315
kqqmlxfi,0.311,0.017,339,390
mebtlgrk,0.288,0.178,485,582
kbksvyin,0.281,0.711,270,740
qsskzpaa,0.289,0.722,933,1999
tmcbnhym,0.293,0.769,360,487
ngjwxkmy,0.305,0.225,267,1030
wtnlfkbm,0.57,0.214,266,449
ivctrvla,0.289,0.064,809,1350
whoapaem,0.28,0.017,804,1228
pgijxzni,0.299,0.792,146,281
jmmtxeiv,0.274,0.111,499,1662
qbqybgnq,0.27,0.122,854,1354
ytwyqkna,0.22,0.175,703,739
eltdkfyo,0.254,0.347,34,1264
kiimmsma,0.269,0.144,861,1747
onnmwixo,0.313,0.314,907,1179
dljebmom,0.305,0.247,44,308
jywoglsv,0.291,0.025,865,1572
vdqxkscx,0.298,0.664,392,640
oxdaxcni,0.222,0.181,168,1867
ibvoxuos,0.609,0.208,275,317
ltwgcamu,0.506,0.358,73,1385
ynvdccqg,0.222,0.981,505,1853
nwrnobys,0.59,0.211,880,969
fvkqanbt,0.518,0.267,126,1882
dhexomrd,0.255,0.033,640,1965
jvwtexcx,0.32,0.803,786,1367
bnlozsuc,0.297,0.903,863,1308
uvwtvkkt,0.272,0.319,233,849
mcforzzs,0.231,0.094,80,1386
hjqcdokl,0.24,0.208,534,1278
ctcllntu,0.246,0.253,412,1005
zxunzyaf,0.309,0.006,748,1606
puusfeln,0.298,0.003,437,1705
ehroujvc,0.27,0.322,913,1364
ylfbakwx,0.254,0.381,969,1265
rixigosi,0.228,0.128,84,1412
mcyybciw,0.23,0.636,353,1699
lcqfuulh,0.223,0.375,955,1748
rmtltxne,0.252,0.125,381,1757
natrhwhs,0.268,0.722,913,1692
dphmdoal,0.229,0.344,814,941
vgfvgvru,0.267,0.006,162,1568
ngvtoity,0.641,0.536,571,1412
wlbggnpp,0.224,0.325,954,1165
dbvcbuyq,0.642,0.942,543,604
fiuzxcwk,0.499,0.208,900,1263
pxilcalv,0.289,0.35,285,1323
wvwujakx,0.236,0.986,842,1401
isthuzff,0.605,0.736,434,968
eifddshm,0.487,0.222,252,1173
vwitpsak,0.231,0.278,277,1349
egrteabo,0.258,0.064,662,950
hjutrpqk,0.285,0.747,475,1380
fmmrdqhd,0.25,0.153,615,784
xrcaeucs,0.239,0.2,980,1398
lywuumto,0.597,0.856,728,900
tbzsmdpu,0.546,0.439,27,906
vkdiirng,0.241,0.969,492,1724
omjaddiy,0.229,0.422,653,1049
xrkbdcir,0.23,0.886,406,1878
npwmlgbd,0.289,0.767,53,1940
agmprpgj,0.32,0.289,157,1736
vxswfmss,0.575,0.686,470,1875
shyaqmsa,0.228,0.069,13,357
ivjqhisu,0.308,0.803,488,1469
jgxwgxar,0.728,0.292,561,1580
bufzzstt,0.652,0.325,215,1000
mdgmrvys,0.535,0.608,39,632
gwxbkmdl,0.241,0.881,341,1292
tspzdsvs,0.275,0.928,744,1811
yndihxmc,0.286,0.992,14,1218
hhaatjwv,0.274,0.819,589,1844
iiqxxkaj,0.326,0.133,268,1020
gsewdshe,0.582,0.019,878,1929
njapqryx,0.581,0.786,34,140
geoqdzei,0.608,0.236,552,1955
tkzhpwpx,0.617,0.55,368,1314
qezmaqcj,0.529,0.458,6,1754
megunovf,0.419,0.306,510,1930
dzwsfwce,0.238,0.075,962,1667
auyqzqlg,0.289,0.186,340,1808
myesfyst,0.279,0.147,504,1155
jzduwdog,0.264,0.133,277,1558
hjgbtepj,0.529,0.533,951,1259
yybtfffv,0.529,0.519,199,1370
sqokonol,0.26,0.1,40,587
blsfouya,0.271,0.903,137,869
ksccwkaf,0.287,0.161,663,763
fldqiekw,0.429,0.081,331,1948
kxrfmhih,0.427,0.069,188,1367
bospqbkn,0.424,0.111,212,1777
wkvhjkyu,0.421,0.144,962,1458
pgdlkkwc,0.253,0.811,20,1692
tiifellw,0.601,0.903,683,766
hyancyiw,0.516,0.5,704,891
htlhtqhc,0.431,0.036,257,1155
qbqywhbh,0.419,0.125,195,582
emkcbjxy,0.597,0.567,240,1662
lahfrxdw,0.429,0.142,518,1205
wzbxpbzf,0.427,0.175,341,711
gzlbyjgf,0.424,0.169,161,813
gnvxapxx,0.421,0.158,567,1885
ulosjokv,0.259,0.081,675,1857
lnjvlogq,0.314,0.111,316,913
albzpvjh,0.443,0.094,930,1983
ijtooixg,0.425,0.203,608,1850
xyazigbu,0.318,0.044,832,1551
jrawhgle,0.698,0.844,375,1902
xprwesgj,0.428,0.172,502,1701
zajewscf,0.313,0.961,848,1645
luasjagh,0.277,0.669,882,1740
bmmminnb,0.326,0.156,964,1113
gulbaukz,0.302,0.706,97,999
bmlogizn,0.326,0.739,792,801
qyhjevke,0.585,0.731,117,1922
xxcaviib,0.462,0.131,501,1852
pkjawgcp,0.453,0.025,17,496
lnwkqqfd,0.292,0.1,281,1379
kaftwsnn,0.279,0.183,959,1426
mbboomcy,0.327,0.722,491,1229
xvhqlwwm,0.347,0.1,374,1424
hebevpto,0.465,0.161,851,1328
dqrqhxzq,0.284,0.169,885,1886
tlnptrtq,0.607,0.294,59,152
euvznslf,0.595,0.178,258,430
buqtubzm,0.492,0.45,115,784
nxsstlfe,0.286,0.767,126,129
joyplvui,0.598,0.161,369,1953
zcfzxrad,0.485,0.6,727,787
wzwsepqj,0.492,0.564,507,810
cllreguz,0.5,0.439,425,1279
udhqnzag,0.271,0.758,662,1351
xmsbxpim,0.612,0.0,656,1812
qetrwzry,0.504,0.508,484,1526
kxhglunn,0.498,0.467,741,1707
ehbiuvyn,0.457,0.406,242,517
bdxykziq,0.43,0.206,415,577
trylzsbm,0.298,0.139,882,936
dodhfuwn,0.778,0.783,936,1271
xlpzsdjj,0.251,0.267,12,1740
klopxsda,0.528,0.058,995,1796
hxjgqqdq,0.481,0.494,235,1991
otfjntqm,0.719,0.208,448,1804
ttqjlscf,0.289,0.667,322,699
zxvxubkz,0.304,0.667,660,1021
clzhqsgb,0.572,0.022,509,785
fbasdxms,0.698,0.233,974,1244
hphksdxu,0.55,0.519,527,957
uboubcak,0.551,0.522,281,1790
jsitwuks,0.547,0.519,675,1787
jsqzwxnm,0.655,0.867,372,584
wnwguxzz,0.681,0.236,849,916
adzuyrzv,0.519,0.272,421,841
pkqttccg,0.431,0.114,770,1037
nczeiehz,0.275,0.872,533,610
klcyuben,0.668,0.169,102,1440
gruitykz,0.557,0.081,300,836
grssenei,0.537,0.478,143,261
ezuekzcx,0.536,0.469,878,1037
yzdzrvlp,0.287,0.536,629,1175
ypowtmjx,0.527,0.553,388,1660
npcfregq,0.53,0.503,398,1400
kwulvxoi,0.532,0.503,17,36
obpkwmti,0.243,0.722,800,987
frpsdwry,0.655,0.003,954,1778
wefnhedl,0.526,0.425,935,1451
urmsxoek,0.275,0.542,926,1672
unefvkmp,0.69,0.281,715,1284
tsfkuwfa,0.62,0.994,609,643
uifxgthz,0.524,0.5,413,1970
ldidgbgl,0.491,0.331,276,332
mrlofhwo,0.266,0.481,329,355
tlxeyttc,0.833,0.875,868,973
ndejvkyn,0.592,0.861,274,737
sxsjecdq,0.502,0.572,938,1284
svrpvyde,0.507,0.533,501,1735
abrjjvvi,0.255,0.394,621,1998
wsoxgqfx,0.256,0.797,492,1964
zgthtnfm,0.492,0.558,697,1314
vblmgjnl,0.502,0.558,305,1065
uibxbhfe,0.513,0.667,230,1588
ajijlnjh,0.816,0.172,14,1229
nyizezak,0.732,0.258,574,1425
xrmvdsbt,0.491,0.556,168,312
hbtvzesh,0.515,0.064,57,1797
uoxzqylv,0.249,0.489,575,966
lzlrtucj,0.698,0.197,674,1212
yozpvrjn,0.509,0.139,752,1568
ntdbyyxf,0.515,0.133,91,756
wpqgzzje,0.253,0.0,245,908
woqyszgg,0.728,0.322,402,1712
fpdtrxlz,0.436,0.244,972,1157
kgcfxezn,0.482,0.625,913,1792
fzrzfebp,0.515,0.131,226,1881
mxhssdhm,0.249,0.997,403,1591
gmupataz,0.436,0.083,331,690
ulbnoknn,0.476,0.619,143,777
hzwnyclw,0.265,0.392,571,853
qeovypaw,0.319,0.833,937,1440
ezcsjnyc,0.588,0.122,277,1180
dnvwxnyy,0.504,0.764,584,742
gjumgvei,0.465,0.636,262,1544
hhkwigrx,0.545,0.3,63,1413
pprpecuh,0.539,0.256,359,794
wqvjsghr,0.47,0.231,413,873
lfqjdiiq,0.45,0.15,390,871
axqscgts,0.745,0.064,803,1688
pxakrngl,0.453,0.103,165,196
konvajzh,0.445,0.531,838,1971
rfbaophu,0.411,0.369,776,1510
dgviwivb,0.308,0.756,434,1241
kocsejuq,0.446,0.658,224,1681
dvijdtsf,0.473,0.086,537,926
lwlgwqmf,0.436,0.283,823,1312
vfbsebfs,0.42,0.397,218,1137
ollcqomx,0.339,0.944,971,1943
dyjowlqc,0.808,0.1,35,914
cwbbhhxm,0.609,0.189,212,1893
ixxeqnma,0.536,0.147,975,1319
iwyxeinl,0.46,0.214,603,1646
cmfhvfhn,0.488,0.6,48,940
sytjcgcv,0.44,0.253,952,1979
jyrdozfu,0.424,0.228,324,1338
cmahrznt,0.418,0.308,908,1751
dvhnacfy,0.413,0.361,875,924
noyytsfx,0.289,0.819,227,458
glyqzfoa,0.74,0.394,27,506
mghwxcyo,0.645,0.075,566,1114
xurnpuia,0.478,0.569,829,1765
lpthrpsv,0.484,0.144,347,1125
axtelwlg,0.7,0.792,464,1486
oatjxqlk,0.612,0.8,563,1313
lmosiosj,0.464,0.175,756,1615
cyacovck,0.437,0.144,790,1950
ngxdjktz,0.435,0.108,245,729
plzxnmki,0.431,0.6,414,606
kcwnysps,0.474,0.556,955,1407
eckmlhyi,0.474,0.25,243,402
pnenfmdy,0.424,0.164,826,887
pptlpltp,0.415,0.144,243,499
oyoemdzi,0.395,0.392,763,1067
dwnmmzuz,0.68,0.981,326,796
axfnvkla,0.53,0.108,362,1128
wveaocct,0.422,0.589,861,1434
aqkmplej,0.68,0.083,713,1033
oyomcvcw,0.618,0.006,376,1526
pveftmec,0.578,0.011,346,1272
zocwjueh,0.548,0.131,858,1950
idqnlrsd,0.469,0.236,213,829
htismvpz,0.331,0.1,162,1153
kptvlepq,0.305,0.064,240,614
wdpletlr,0.297,0.847,248,397
oablynur,0.533,0.969,321,1818
kqiqknab,0.53,0.308,29,1549
zwibqbqa,0.437,0.175,41,710
isjffwgl,0.694,0.8,153,1962
iaijrhhi,0.605,0.264,759,1688
rdrhlyib,0.621,0.3,886,1850
wipvrwbz,0.453,0.564,17,584
toiyxtwr,0.44,0.564,118,215
sfuydtyf,0.34,0.053,767,979
ziyglqnn,0.46,0.108,367,1621
pgrbrbvp,0.456,0.475,863,1634
puwsvphu,0.727,0.456,701,1073
epftovop,0.613,0.339,480,1005
wyiccwza,0.438,0.375,697,1100
myajvjeh,0.604,0.425,67,1493
lenkqlvi,0.45,0.375,102,1945
ynlhwqwu,0.399,0.375,12,416
jejauxob,0.546,0.069,491,685
extafycq,0.521,0.461,372,1897
gogvvtsh,0.462,0.117,397,741
lbbopmua,0.724,0.242,769,1231
avrrutog,0.662,0.267,667,1138
ymcpwdgr,0.511,0.978,451,531
mscyjxic,0.713,0.158,841,1282
eqrscjoi,0.347,0.064,125,1235
abhorioc,0.341,0.286,254,1879
gzfvjclx,0.771,0.192,380,1737
urawfdix,0.688,0.1,658,814
pqwszxqn,0.672,0.811,877,1222
zenprtrc,0.408,0.253,513,536
gdmnhhax,0.362,0.044,894,900
rpnzlvzm,0.692,0.883,680,1818
fjrzsduu,0.413,0.575,119,1856
rbandjth,0.34,0.094,768,993
cphfeqhx,0.739,0.117,107,290
bwkdbulh,0.736,0.064,916,1281
ngijhmnx,0.631,0.953,571,1313
shujvcow,0.424,0.317,853,1803
mhxxefpe,0.415,0.033,978,1942
pxnketxc,0.752,0.3,998,1939
esejdhiw,0.437,0.417,101,948
isfyebos,0.366,0.053,828,1865
uqcxorbh,0.349,0.103,807,1691
xwgtiydb,0.754,0.172,885,997
wkntsfcg,0.373,0.142,424,1996
djazxniy,0.37,0.056,293,355
ctgybquc,0.781,0.603,370,1832
xgnobfmb,0.725,0.275,963,1923
yiwstxrv,0.623,0.386,853,1366
pmuvhudn,0.378,0.169,668,1291
wgcqepiy,0.387,0.944,968,1829
ugxdvlnn,0.748,0.603,731,1284
dppnatgc,0.438,0.964,687,1261
yvrmsiob,0.387,0.375,237,1159
dkzqbqzo,0.756,0.994,151,1236
srvskofm,0.387,0.956,27,1578
gatwmzok,0.393,0.0,817,1610
lqierelc,0.504,0.156,870,1643
jgznsjrr,0.452,0.292,690,1512
brozgqzo,0.434,0.986,722,816
nhgkrcuo,0.437,0.911,57,1277
nfbwtcun,0.357,0.161,649,1725
qtuwjagj,0.352,0.161,369,888
oslemegx,0.342,0.169,443,1058
qvgzbyzl,0.558,0.108,486,623
yowhfrvd,0.389,0.886,95,1371
rlorruou,0.395,0.956,629,1758
zpkcvpmi,0.394,0.136,139,1175
jiviojyi,0.355,0.158,54,625
nliyxzeh,0.626,0.25,722,810
ciixayvp,0.439,0.967,745,1591
afqkwtih,0.382,0.453,989,1984
xrxhhzul,0.359,0.15,467,924
mggxkrrw,0.354,0.144,314,997
phzurqig,0.762,0.0,447,1946
lczqekrv,0.904,0.283,41,1598
bnccwdhr,0.723,0.15,279,885
abpnxscr,0.449,0.108,812,1938
gohdmhan,0.33,0.0,829,1615
xznsmlwx,0.303,0.25,630,666
ykgrpivv,0.762,0.042,142,540
nsstyhgv,0.797,0.206,599,1550
ngesrolb,0.446,0.056,458,609
ohgssrae,0.464,0.047,448,1044
fwnjvzcx,0.396,0.353,156,1523
bklbslbw,0.609,0.006,495,1804
wxtvdgbe,0.581,0.992,394,1971
dzydxubq,0.455,0.933,220,712
cxxhngve,0.434,0.6,886,1662
ysyghmts,0.382,0.458,53,1151
qbqwlhcs,0.371,0.511,119,1894
vfssxbnf,0.398,0.486,26,1941
nyrsxgxa,0.312,0.239,602,900
yywkgtpt,0.791,0.133,377,1277
lldxdmsj,0.782,0.1,220,1635
ffpdhenc,0.464,0.117,831,1202
fmzgqacm,0.464,0.017,692,964
kxditokw,0.46,0.856,269,994
uxjcxgth,0.366,0.45,620,1212
lnbaiwwn,0.807,0.278,515,644
qrpzxxor,0.7,0.25,914,969
bgbbamhu,0.472,0.108,645,781
chwgewqr,0.373,0.353,694,715
dawhigkm,0.31,0.017,873,1551
itgjbszj,0.64,0.181,491,1095
qbhldisg,0.749,0.214,563,1355
pdzcgjzs,0.459,0.0,326,1211
jnbdinfk,0.471,0.914,793,1563
wlglkrux,0.473,0.944,581,1737
qpmoxygs,0.795,0.919,562,866
szdcyhmd,0.825,0.314,623,694
vdhneoce,0.725,0.275,864,1534
zmwkhfen,0.487,0.258,180,1713
civptqaq,0.37,0.194,287,1398
ptxymaal,0.709,0.256,19,820
nxtjttuo,0.399,0.461,888,1544
yfbuyums,0.358,0.436,652,1450
qicghiwb,0.369,0.592,957,1495
rgcphhcs,0.374,0.633,627,1470
mfaqxyfx,0.484,0.886,577,1211
qdtolzic,0.488,0.067,626,1333
ugihdwyu,0.556,0.286,871,1648
ngcrgmsa,0.756,0.767,745,1470
joaazivc,0.757,0.744,554,1548
courgcnn,0.363,0.497,770,1393
bvacbdxa,0.344,0.15,776,1106
wolyglos,0.663,0.181,250,1134
okdltscp,0.374,0.617,405,618
xnkyuetv,0.53,0.006,88,1823
grljrkzd,0.754,0.903,51,410
dcnuftvu,0.768,0.817,434,1575
qrutazxx,0.723,0.158,443,486
vhpvrtip,0.363,0.475,768,1010
knqvtcdy,0.36,0.464,335,1715
womkpwat,0.372,0.619,459,1470
gbzghhop,0.781,0.9,40,304
gvlpotos,0.482,0.333,891,1393
yrhelexc,0.707,0.181,575,838
pqdakafg,0.675,0.247,915,1572
qpriprev,0.41,0.267,198,1274
oxtfkvir,0.37,0.1,775,1353
gpnrftud,0.351,0.667,964,1909
tszilzoq,0.823,0.256,849,1707
ogjigejt,0.768,0.892,509,1410
vdhppiir,0.782,0.217,589,1183
fsyzcghk,0.493,0.969,540,1084
omtixojd,0.588,0.331,272,1130
xalicvwp,0.427,0.211,503,1842
etcxamvb,0.424,0.283,102,360
qctdrskn,0.346,0.55,32,1622
ujydpgfe,0.758,0.167,129,1648
idsoojod,0.506,0.95,431,1891
anksvjvm,0.419,0.125,192,344
yfddpkrx,0.34,0.0,432,1573
cvucsujc,0.811,0.253,553,1867
uzopyytn,0.716,0.222,732,1863
pgdrwsqh,0.77,0.169,91,1467
njrfindu,0.494,0.069,63,520
dxcmyafb,0.347,0.344,957,1737
tngwricb,0.346,0.478,566,1659
qigatkff,0.777,0.886,673,1604
tffnqedh,0.751,0.156,115,455
gzearfpe,0.724,0.178,994,1030
fhmrktcf,0.712,0.244,288,1769
zxdnejrl,0.505,0.033,987,1997
xngsucnk,0.376,0.117,369,1730
ezclzkad,0.345,0.064,665,1693
jwdsbvoz,0.331,0.092,944,1184
yufcdrwg,0.34,0.572,357,1728
cawxxamr,0.806,0.247,620,644
nnxmxeql,0.769,0.131,543,917
oijqpyzn,0.746,0.125,322,1857
julmqsvv,0.514,0.922,557,1553
gvpozjhz,0.515,0.0,247,1691
lgpjrept,0.428,0.036,350,1633
btluqler,0.356,0.036,870,1155
xcwrooma,0.339,0.453,794,1455
aahqbitd,0.746,0.211,940,1512
inlphakq,0.438,0.119,459,1893
pbtndjio,0.396,0.219,996,1886
ngeuslhc,0.385,0.939,844,1217
pvlwshaj,0.794,0.35,592,788
qzbewara,0.787,0.869,53,908
lnjkyaub,0.512,0.903,46,422
neswtvjw,0.446,0.125,70,251
plxzqpif,0.368,0.039,705,1769
bqugmgtu,0.779,0.183,437,1271
kdbtulzd,0.757,0.864,325,1329
winlhjrw,0.763,0.894,175,544
fbmeruwu,0.735,0.228,537,1140
styrifxf,0.519,0.919,739,1544
chgeqggb,0.521,0.931,699,1090
xxflslxg,0.524,0.969,47,463
ikyuwvrn,0.324,0.7,2,1147
jqjsbwgb,0.33,0.539,857,1053
urdaxghq,0.332,0.361,165,1465
ujimjbjx,0.382,0.003,426,500
zrvtxmzv,0.299,0.322,582,1819
dulcgknw,0.674,0.792,673,936
henhnmei,0.78,0.125,326,1966
agwxxhhe,0.384,0.072,13,975
doythtcu,0.32,0.192,686,1688
ldgzgwhr,0.321,0.117,986,1795
zryvohaz,0.324,0.522,898,1131
obmwhnqq,0.772,0.906,634,1762
gsenkqdn,0.789,0.106,418,538
ujvopywn,0.398,0.158,706,1804
ogjgsdja,0.404,0.311,573,769
ouvnblgz,0.383,0.225,512,852
vpfrevbe,0.362,0.142,112,1311
faxrwftu,0.762,0.875,232,1031
qwunzins,0.693,0.083,15,250
fqykuhfx,0.414,0.375,876,1960
ywyuayjh,0.675,0.2,369,1987
wxolqyhd,0.711,0.108,625,1025
dlznftfw,0.702,0.114,397,1048
ajvcazlx,0.67,0.25,775,1208
qjjrzznt,0.425,0.092,529,973
zwicvzce,0.423,0.175,262,839
tjpbwzxo,0.364,0.131,192,1406
lvqitirb,0.315,0.161,237,1954
xngbpvjw,0.695,0.233,282,1859
svucmvgd,0.492,0.136,513,848
qzykbhai,0.702,0.95,262,1828
holnumma,0.381,0.306,43,1323
twughfbd,0.325,0.847,860,1768
nudnmkaj,0.784,0.306,688,1440
hhohklac,0.714,0.264,254,1356
cdehelbr,0.506,0.978,172,687
jecbvqdv,0.496,0.175,981,1542
gaxsbdvs,0.463,0.733,150,1211
nylnizaf,0.773,0.764,840,1017
wjwulxbu,0.372,0.164,302,1882
xoikbkeu,0.306,0.483,663,1817
einikwsc,0.304,0.9,277,1066
jbpjmmvm,0.499,0.208,681,1465
ujkpxvht,0.764,0.825,784,1947
xpvqcqck,0.779,0.108,707,1723
ywxmilby,0.421,0.061,73,486
usaeyfis,0.407,0.475,615,1182
twwtuibl,0.396,0.167,480,1105
lthrgkna,0.779,0.3,46,1309
tlbsbxve,0.477,0.267,818,1580
ifdimcmi,0.766,0.864,787,1174
pldoxeyy,0.418,0.081,635,1186
aligtvxk,0.411,0.086,417,1246
flfyxlpw,0.376,0.336,552,1581
fehejdqg,0.378,0.292,861,1070
uhhceutt,0.369,0.561,360,867
dnbacsir,0.372,0.461,897,1064
rzkgpxfz,0.808,0.325,686,1685
avyrgfel,0.754,0.308,289,327
thstqkyd,0.406,0.772,128,1411
wzajydab,0.307,0.131,561,646
diixcdqj,0.516,0.886,510,569
lspmzicw,0.439,0.061,916,1534
fctvhopu,0.377,0.25,277,1481
tssbvnde,0.349,0.869,538,1093
nxtyzusa,0.8,0.414,684,1500
vqhxklux,0.79,0.217,444,561
pwsqdyby,0.773,0.375,855,1454
moeybxrn,0.683,0.219,537,1256
sukwdhrx,0.615,0.494,189,1364
wasltgzh,0.772,0.85,927,1721
lezmkpqm,0.778,0.811,945,1561
yiklslry,0.81,0.192,984,1605
zsyxdgry,0.443,0.992,639,862
zknsryye,0.419,0.067,837,1256
mlvgbzqb,0.394,0.239,650,1649
ywdaljru,0.514,0.25,502,1309
pvpvrsor,0.647,0.589,88,1292
vlggxyjv,0.811,0.189,887,1905
yinpjavd,0.443,0.9,32,343
wddtxihu,0.445,0.036,466,1875
xlctjmkv,0.418,0.103,23,32
tswxxcsm,0.339,0.883,648,1855
cinaorpu,0.804,0.236,812,1624
frvoqgqy,0.422,0.094,564,1938
dpveefdp,0.52,0.244,220,638
eujhbsbn,0.804,0.411,638,1977
fpblrweu,0.397,0.228,780,1348
xbmqdeqk,0.348,0.444,64,976
ttabgjnx,0.331,0.956,603,1325
lecjlbzp,0.754,0.35,262,1726
sneomnld,0.785,0.436,209,223
tftnbcds,0.777,0.544,312,1095
mfqfsebb,0.449,0.992,281,1847
sgacojqu,0.377,0.119,65,144
gqcnnlve,0.384,0.586,485,1326
bphfudpm,0.738,0.372,216,900
efhtogtd,0.705,0.356,379,1244
ukqeqlln,0.756,0.981,647,1456
jgapqyne,0.769,0.486,510,540
fisitaou,0.77,0.519,625,1964
ejghshhe,0.738,0.031,679,967
yxzxaewl,0.454,0.975,472,1390
lxcqsezd,0.375,0.228,895,1866
ghkxpvis,0.34,0.936,510,1011
tftwxhqn,0.346,0.956,687,1174
mikypape,0.356,0.331,27,1839
olenisce,0.495,0.878,597,1987
untaowce,0.457,0.986,724,1148
cejtfxvg,0.337,0.269,348,1039
irmriyca,0.757,0.956,535,827
fvhsyyvg,0.764,0.975,829,1473
aquvywrm,0.746,0.056,374,1915
skovqcep,0.338,0.914,77,543
qhqyfmnm,0.356,0.881,636,838
bvtdnlli,0.639,0.25,873,1343
edrieoox,0.592,0.108,666,1047
lzpdvtxw,0.461,0.994,840,923
opdgbjvl,0.752,0.347,896,1386
jxpesvav,0.777,0.997,192,1588
fjluqzdh,0.775,0.289,276,1983
uazcvsvu,0.762,0.45,188,1366
ipkvjbjq,0.762,0.511,651,1573
xdixdpip,0.618,0.144,732,1003
muszymjp,0.507,0.95,445,1910
gawnkgqf,0.479,0.175,399,1331
cttvttrq,0.35,0.347,460,1324
njrybnzs,0.765,0.528,371,1108
oxrlwetv,0.783,0.478,807,823
wzxupxen,0.76,0.1,398,1825
gsxfipxc,0.692,0.386,404,1904
uswpyddq,0.712,0.253,341,1987
ezkrnqag,0.679,0.936,800,1705
oqlraamh,0.762,0.461,304,1491
vlieaiky,0.783,0.564,806,1038
alfkmrdk,0.36,0.325,612,1454
iesgjaza,0.35,0.958,578,1050
fhrwkpww,0.728,0.256,24,753
dlrvkjhl,0.688,0.061,212,1658
akwbcpuk,0.776,0.928,133,509
rhvyjpxv,0.783,0.044,542,1659
tgzvjbih,0.513,0.078,184,778
ilfmwivy,0.476,0.072,356,449
hchxuzpo,0.773,0.967,560,1684
evxgakum,0.757,0.5,930,1877
ozzidnxm,0.757,0.547,232,1419
xoqgdyzi,0.366,0.561,156,1660
rhtenvmk,0.706,0.244,142,347
tugrolux,0.777,0.969,593,1514
qeqvxdqs,0.785,0.061,780,1519
mlybuwxc,0.746,0.319,446,1724
oonxihnj,0.753,0.6,468,526
loewuwba,0.757,0.556,308,1498
pqenmwqs,0.773,0.433,667,1405
ywhkahtx,0.656,0.406,715,735
ywcwlqgs,0.35,0.875,288,1744
aezprgpu,0.668,0.2,378,1409
tplfmfps,0.755,0.492,510,1942
rdieyjac,0.687,0.386,943,1401
cwcnjsyt,0.702,0.236,942,1440
iklmkhiv,0.607,0.75,856,988
flrnxtjb,0.73,0.583,608,1818
dmlcndgb,0.74,0.575,657,1720
xginvpwy,0.764,0.583,472,1179
qpfsicfu,0.773,0.594,985,1611
tukilrco,0.363,0.081,45,1819
dwgetyoa,0.353,0.956,279,1289
wmrgobzq,0.336,0.356,734,1337
tmodflhr,0.787,0.953,278,1946
lwycbgxs,0.795,0.0,976,1504
esmvivzv,0.795,0.0,163,728
uoviomnl,0.794,0.028,567,996
sxaicifc,0.766,0.433,721,1483
gzeooctu,0.772,0.556,547,599
jhfdewvh,0.742,0.356,865,1627
pqsmlyrg,0.364,0.075,219,254
mhbnfhln,0.36,0.086,199,815
wfkswbfv,0.357,0.289,207,900
vxzkzooz,0.511,0.694,822,1461
yskzfpcp,0.567,0.725,782,1942
exqcwzxl,0.797,0.994,287,533
yyajjkvk,0.75,0.636,208,1778
nvzmutse,0.774,0.472,352,770
wayycrhn,0.54,0.147,428,467
kkofuolq,0.799,0.019,874,1177
edycyuax,0.359,0.1,194,1368
yumqqsng,0.492,0.164,947,1492
kmelcgkl,0.72,0.269,398,1919
dmpmsbta,0.704,0.583,552,1663
sfbkmsws,0.72,0.586,335,1969
tklkztle,0.743,0.633,456,1366
lyhtrvfd,0.76,0.431,42,708
ffrajvde,0.408,0.286,519,766
bbszndun,0.383,0.839,331,537
nohcznmm,0.359,0.125,571,641
oozxxrwe,0.658,0.417,518,709
qgqvvdxo,0.494,0.206,362,587
yuuuwmdy,0.701,0.283,190,1396
gnfpzfvz,0.743,0.436,962,1343
ysvdcoen,0.687,0.356,950,1569
ezdugqlw,0.454,0.403,942,950
qnbumlng,0.689,0.528,681,1736
conkzedq,0.378,0.075,86,1380
merzquzm,0.36,0.161,593,1479
jpkashbr,0.482,0.275,417,1877
jxcmyipi,0.727,0.6,580,1772
fpftzlsc,0.731,0.583,811,1588
ynpdmxjb,0.501,0.275,73,799
ovhusrgn,0.736,0.258,149,1425
hdkkltdr,0.559,0.0,884,907
uaflyucp,0.496,0.269,665,677
obfuulrq,0.489,0.253,488,1855
frohkvfv,0.715,0.667,795,1392
ptrmhqyn,0.748,0.483,27,1264
gqolkcnt,0.364,0.114,800,859
fjyxearf,0.634,0.517,794,1943
tgmisfcn,0.699,0.258,906,1398
procijfr,0.755,0.483,599,1757
ipborxnd,0.692,0.333,288,537
sglpvdsk,0.439,0.403,619,1711
leucjqth,0.399,0.967,828,1975
hxqkznmr,0.388,0.042,345,851
ewbhcbtc,0.676,0.583,941,1131
pmnetlbi,0.74,0.5,399,876
eyecfwrz,0.659,0.5,507,534
sdmxqdfk,0.441,0.258,933,1479
fkueetmc,0.489,0.306,965,1241
lmuqoajb,0.405,0.961,229,283
ksqwydvd,0.344,0.242,390,1475
wddydtyx,0.397,0.253,768,861
algevpnf,0.393,0.3,100,910
aoxeeozf,0.727,0.572,535,1742
jqndaieb,0.734,0.467,148,541
ssjanazp,0.468,0.331,809,1364
nunjgxxx,0.577,0.75,665,1901
hkcjgnuv,0.636,0.75,20,1675
mckxnaee,0.73,0.486,84,1638
gltmaaoh,0.408,0.222,661,1853
xfypedpp,0.505,0.197,436,1580
yoafbkfi,0.726,0.503,498,893
bmrhvvdv,0.726,0.483,465,610
clbwgtyo,0.515,0.131,128,1799
hitjdmtd,0.617,0.492,889,1924
obnrhxqe,0.368,0.131,331,1525
