name,elevation,aspect,time_in,time_out
ltqrcjhe,0.655,0.083,506,1565
ykkmfqix,0.653,0.139,331,903
tvzacefa,0.65,0.158,579,594
syspgnfp,0.645,0.144,415,1040
ooubihne,0.642,0.133,307,1863
rcummneg,0.637,0.125,212,1035
hxbeolzr,0.634,0.117,726,1504
ivkdtejv,0.611,0.142,375,1550
hyglzhzp,0.606,0.15,338,549
udvqmhpp,0.589,0.125,953,1339
hhjsjutz,0.584,0.147,930,1205
molqhwtb,0.58,0.147,134,1086
zipdykdx,0.575,0.125,424,1765
yncchznk,0.573,0.089,910,1687
umkpnaju,0.571,0.103,695,1523
qfufnbjb,0.568,0.089,68,1475
atofufcu,0.566,0.031,737,761
zaaaivlw,0.566,0.025,177,571
ziuruuyo,0.565,0.017,179,835
rwsqrsiw,0.565,0.025,662,700
jpltuywp,0.563,0.075,380,1108
ulxqkbpx,0.56,0.072,774,1638
gkaftsvl,0.558,0.086,552,1491
gxoikfez,0.555,0.125,122,1110
zophwnqo,0.55,0.125,648,949
xtfzvuyj,0.547,0.15,752,863
fufhbaou,0.532,0.6,875,1697
ightvqln,0.534,0.661,926,1407
pmgcjval,0.534,0.733,284,1137
rmcmhkou,0.537,0.725,674,1446
gbnxqhpn,0.539,0.633,421,1520
finmewcw,0.54,0.658,569,927
nmlquyxn,0.543,0.672,265,1501
hbthsvgy,0.545,0.625,132,1667
qpfstdnr,0.547,0.575,535,566
wjmwzvqq,0.547,0.5,688,1975
vlvhsqll,0.547,0.522,35,67
nicjdfhs,0.547,0.531,85,594
ldblyxzw,0.547,0.697,843,1231
kzupezcp,0.552,0.694,645,684
qnisccnu,0.55,0.625,785,1400
kgvmmern,0.552,0.733,100,1322
kxnlpvqx,0.553,0.781,22,26
phdmtoys,0.555,0.803,944,1888
jblwwvrh,0.558,0.789,364,1218
nkjajlnb,0.562,0.792,216,973
wvdrnoes,0.562,0.767,42,1903
wodxvpjq,0.563,0.5,582,1892
mfkfoino,0.562,0.411,783,911
jhccxqvu,0.562,0.425,706,1871
orxfvcps,0.56,0.364,146,665
klhgjfus,0.557,0.35,898,1750
uyrpzahe,0.553,0.361,273,1752
guhvutxp,0.55,0.386,486,1023
dswtonwu,0.548,0.375,261,1327
yubacbrr,0.545,0.381,355,424
eiumuosi,0.545,0.397,433,1723
jqxffufi,0.542,0.436,652,1901
cytgkvoc,0.542,0.525,16,91
semqrxec,0.543,0.508,541,1150
fgzytpcq,0.542,0.478,518,1489
vmkojycl,0.542,0.519,83,1378
erdxofvq,0.543,0.581,179,926
vcjbbhum,0.545,0.597,216,1367
vulqoxkw,0.548,0.553,365,805
cgzernee,0.548,0.403,258,1485
bgmlvhqv,0.545,0.228,429,1755
sjznxxiv,0.537,0.192,439,893
olpmuxew,0.529,0.167,966,1101
mfiwndnx,0.524,0.142,866,1402
dkmjpeau,0.537,0.756,822,1301
sknyvszc,0.543,0.75,917,1258
ojoxzapa,0.545,0.764,71,534
hulukadp,0.547,0.756,63,1941
ulpsqwkf,0.55,0.711,391,490
mlyefdoj,0.552,0.656,435,1770
vwwkpkow,0.555,0.667,98,1413
jubmbkzm,0.56,0.625,913,1799
dwkwjioj,0.56,0.525,955,1044
mqzmavvs,0.56,0.553,303,377
pcjtalai,0.562,0.539,897,983
qdaxoksp,0.562,0.558,312,383
lpatbrtf,0.563,0.608,693,1592
naaneooy,0.565,0.625,397,1174
fxflmwby,0.566,0.678,530,926
mhfmlpnj,0.568,0.697,302,357
pxwupwcw,0.57,0.708,749,1500
hspdwzdk,0.573,0.731,627,673
cnumlanq,0.576,0.708,140,1161
ztujrspy,0.58,0.642,454,957
oqrkqxev,0.581,0.567,921,1067
wdhyyieb,0.581,0.472,600,915
ybcrsqka,0.58,0.442,100,734
pprchicf,0.578,0.458,194,973
pqajvcby,0.578,0.472,105,183
scrjjzko,0.578,0.45,199,745
cktamjqd,0.576,0.394,460,1823
vinovqyn,0.575,0.35,850,1615
oygfknbo,0.573,0.522,968,1857
flvmjfac,0.575,0.75,492,1812
uwjnxhpq,0.575,0.0,466,1556
qotfevcm,0.575,0.75,746,1781
xjyhavqs,0.578,0.75,275,1851
xaehfqvs,0.578,0.0,24,45
iedieooc,0.578,0.714,641,1866
omjgoirr,0.58,0.656,7,1226
jacuhpgz,0.58,0.525,458,1162
pvtpmdjh,0.58,0.594,658,826
clxzychn,0.581,0.594,710,1406
uvzysrov,0.581,0.297,565,711
jfqgixzm,0.578,0.264,692,1317
qpjyanxp,0.576,0.297,488,877
fsqqhpch,0.575,0.336,445,845
sdjlalvq,0.575,0.5,817,1812
snfwwcgj,0.575,0.45,25,1159
yadpqyzm,0.573,0.269,885,1486
ixsintui,0.571,0.189,171,1002
ydbxuhpq,0.573,0.156,640,994
zzdkwqbz,0.57,0.194,636,1521
scwecian,0.571,0.2,120,1844
uncddqyt,0.57,0.3,48,647
fztrosrl,0.57,0.3,612,1071
vgzpxahq,0.568,0.25,741,1264
ogqrwvrv,0.568,0.25,68,1212
qydoynmu,0.566,0.25,165,600
hsesgyei,0.566,0.281,974,1786
oeyhoikh,0.565,0.314,931,937
shulgfvp,0.563,0.375,153,747
zbmchsjw,0.563,0.358,126,335
pfknjzal,0.56,0.339,545,1548
rfynnidr,0.557,0.331,80,1081
xrvnsawm,0.555,0.428,799,1800
evsldmar,0.555,0.408,990,1415
kcfriwfb,0.552,0.303,357,1700
ssbgdqvd,0.548,0.311,207,1898
ubhzxtdi,0.548,0.344,119,1130
drrjumey,0.547,0.311,629,667
nwpfgshg,0.543,0.325,243,1810
eoelioqj,0.543,0.281,875,1697
qepxjpyi,0.539,0.175,313,368
nyqoorem,0.54,0.042,890,1079
ipjjjdqr,0.539,0.144,708,1988
mdhayzyk,0.537,0.181,739,1130
uulmweuu,0.534,0.092,206,528
yeeqrzwg,0.534,0.933,662,704
zxtdsxxr,0.535,0.914,70,1685
wrhubdle,0.537,0.875,275,1966
rsizpbqu,0.537,0.075,596,946
fwaykcco,0.534,0.019,785,1923
oovujppq,0.535,0.858,882,1503
pjbmecmd,0.539,0.986,63,935
txjlkdwk,0.537,0.092,432,1430
oljkzaau,0.537,0.017,873,1002
btfgioea,0.535,0.9,56,392
vdcmafhp,0.539,0.847,601,1591
vfsabhiz,0.539,0.9,833,1619
bnunaxoa,0.54,0.836,411,1051
ezxzptgc,0.543,0.875,727,1618
mzneugvz,0.54,0.75,417,1426
wtzltujh,0.543,0.8,876,954
fhakehoe,0.545,0.95,599,631
iitoiovy,0.545,0.0,382,1909
clqhjkps,0.545,0.0,60,547
wpeslsij,0.545,0.969,414,566
dtvatejr,0.545,0.986,962,1526
ptwmvvbw,0.545,0.044,569,1111
laykkcyp,0.545,0.953,987,1637
wgczgvcv,0.548,0.875,527,1679
etbpzkbg,0.548,0.944,614,1693
vpnznqol,0.548,0.0,332,1950
ttpxdhbs,0.548,0.972,648,1562
sonzofol,0.548,0.833,259,677
inwtlxqo,0.55,0.775,792,892
kvuptwpd,0.552,0.764,937,1338
ihbloich,0.555,0.125,692,710
lqlhonhc,0.552,0.217,527,737
zfxyljnc,0.549,0.258,155,1620
lblfvuqf,0.546,0.275,900,979
fhmwhxit,0.543,0.242,215,1414
phrkhcqo,0.539,0.219,303,999
crmyfihp,0.534,0.233,785,932
ynyasrkb,0.528,0.264,492,1882
sgtrlupd,0.524,0.286,1000,1851
guhgtrgz,0.518,0.286,208,1124
svymgoyg,0.514,0.294,536,1990
mntdsisy,0.511,0.278,77,174
zfahfhvx,0.51,0.147,993,1955
hozklqrr,0.509,0.183,557,1355
pdaxcevl,0.507,0.169,95,513
onpntvds,0.505,0.011,76,1701
svdnsaro,0.506,0.967,96,1092
pqlvrlow,0.507,0.958,281,509
uiqpptlb,0.508,0.961,700,1633
crwfleby,0.509,0.0,48,764
oznxnvws,0.508,0.064,713,1130
qgldvpgj,0.506,0.103,164,1456
zycyugdt,0.504,0.128,499,946
qortdjey,0.5,0.147,828,1156
ialrlube,0.498,0.144,869,982
qvwucsok,0.497,0.142,388,571
ojwemaoe,0.494,0.161,243,1980
auojaxuy,0.49,0.167,891,1152
iayfsbke,0.486,0.136,267,716
jtbeybzu,0.485,0.103,562,1878
agkcadin,0.483,0.086,28,1316
dutpqlpy,0.482,0.067,192,1043
zegllxqt,0.481,0.108,425,436
nagvrxlh,0.478,0.125,822,1358
yczguvby,0.479,0.969,424,1549
qudprbzj,0.479,0.019,966,1265
ngavzeaz,0.479,0.047,609,1318
lhslvbik,0.478,0.031,628,823
skfpthbl,0.478,0.861,126,1313
lsjfsqvf,0.48,0.825,184,590
ekmnbcgt,0.483,0.939,396,808
pvzqebsu,0.482,0.153,494,1396
jrybkfng,0.478,0.186,124,1102
grcotyjc,0.472,0.183,902,1759
gunzwxxp,0.466,0.183,680,1872
ijcxnikz,0.461,0.189,222,1600
bgqooxqa,0.458,0.203,228,242
emxwptyv,0.454,0.231,549,1426
qzgkbojv,0.451,0.264,238,1906
iljmqefq,0.449,0.35,820,893
gbsszkxr,0.449,0.45,664,1811
ereczbyk,0.448,0.411,998,1755
eulkmrsl,0.447,0.383,820,1680
muguaoia,0.445,0.492,528,816
huyqaxgd,0.446,0.639,377,1444
lohvahzh,0.449,0.589,925,1981
hjlwkrcc,0.449,0.542,173,1560
gnoeqqqs,0.45,0.669,437,554
uvlmsdit,0.453,0.814,43,363
bviahvsx,0.453,0.956,716,1591
xtplbolv,0.453,0.0,601,842
zsafvlcs,0.453,0.978,104,870
sdwtjvyt,0.454,0.05,528,619
skbkowcy,0.451,0.075,573,622
bshsmbvo,0.451,0.019,939,1460
ivqxplig,0.451,0.069,376,1746
pgpwrluj,0.448,0.092,713,862
djedailz,0.447,0.1,965,1977
zcvjxfzw,0.445,0.081,216,1523
rtndqded,0.445,0.056,207,1420
eijhwmby,0.444,0.114,471,973
plbrzfcj,0.442,0.147,410,532
umgmntif,0.44,0.2,695,1692
lphjkkbq,0.437,0.247,564,660
npmtkgjb,0.433,0.264,921,1614
uohswhvm,0.426,0.261,714,1894
tolrxdaj,0.421,0.25,980,1087
alpgmvrh,0.416,0.217,936,1509
vxyuwvao,0.414,0.117,140,1606
vvdbfxqe,0.414,0.972,89,1601
pprydkok,0.416,0.911,152,1784
kuuguaqv,0.418,0.931,462,1975
guckzgmn,0.419,0.925,126,294
nkqohajq,0.422,0.872,990,1524
htgmtbpb,0.424,0.825,866,1346
olpzdfid,0.427,0.722,286,961
nstnwnod,0.427,0.45,542,998
aobjjvab,0.426,0.236,757,1650
lvrtgrjb,0.423,0.172,711,1998
bwhxhvaw,0.422,0.95,516,1879
cluifxle,0.424,0.733,591,907
nvhvakjo,0.426,0.664,860,1692
muzouzuy,0.428,0.642,347,863
gmdkqkdp,0.428,0.519,566,665
uselfjhc,0.428,0.344,76,1943
zdvfvrfn,0.425,0.25,607,709
ebesdlwu,0.422,0.175,69,1257
fdccejqs,0.421,0.033,453,593
ecvbzjxn,0.421,0.992,149,744
odryhidh,0.421,0.1,809,1758
leqngqzr,0.418,0.147,977,1641
kzqcqovs,0.417,0.192,58,154
pqwfgjtq,0.415,0.286,706,1863
yhiobege,0.412,0.342,742,1615
bumcedui,0.409,0.3,645,1507
mhavgqsc,0.405,0.244,601,1400
wkbreqzu,0.401,0.236,672,1431
eeyaacsy,0.397,0.244,230,1410
jdjedzri,0.393,0.247,921,1383
reteingu,0.388,0.228,481,997
hzcccvzc,0.383,0.194,332,1382
lcwqtdnn,0.38,0.133,971,1967
npbwtntk,0.379,0.964,327,1052
pwujuvsz,0.382,0.9,71,74
gctwiiuc,0.385,0.936,978,1070
nmdrkkll,0.386,0.019,993,1243
mmbwxnel,0.383,0.058,759,1750
vxhnlkhl,0.38,0.031,975,1854
glelsmrc,0.38,0.031,855,1995
oyfbbwhk,0.377,0.064,451,1014
okywmdqe,0.374,0.094,875,1070
jmltwqip,0.37,0.119,211,415
vfvddrgw,0.365,0.139,489,641
pkzvjghy,0.36,0.147,417,1999
kqxwmboc,0.356,0.153,123,205
taiklmif,0.352,0.158,33,139
qhdckwuj,0.348,0.169,370,669
gltaclrh,0.343,0.189,560,1188
nwinyzel,0.339,0.2,589,1388
zbzvquoy,0.335,0.208,597,1241
xzicwxbd,0.332,0.217,874,878
dikwparh,0.329,0.217,864,1403
qptqqxqi,0.707,0.208,711,1047
kymkiiyg,0.709,0.222,130,1021
ugnhxnxd,0.707,0.192,0,765
soprekzn,0.706,0.2,421,710
eqhpvvdb,0.703,0.253,259,780
hjudyezb,0.699,0.311,716,1162
csknkbjp,0.698,0.339,84,887
faiuysat,0.696,0.314,819,1568
fgrdcyni,0.693,0.269,121,1578
tzbnbpvm,0.691,0.217,778,937
rlszcahf,0.689,0.25,43,399
ssmjsllf,0.686,0.258,680,785
jcyxruon,0.685,0.233,932,1612
arhhzbjk,0.681,0.219,843,1535
nmkuninr,0.68,0.206,452,1737
kqctuymb,0.678,0.2,10,88
uojbxpsy,0.676,0.147,725,854
ioqvhzcs,0.675,0.181,522,735
yqtdqaim,0.67,0.2,221,314
oyatkcdn,0.668,0.2,262,1990
syxukleo,0.666,0.194,462,764
svocqyhl,0.666,0.875,661,1286
ecpsucsl,0.668,0.8,208,816
wodmheak,0.668,0.178,631,1412
quxqtkze,0.665,0.178,291,1764
udreejsz,0.665,0.847,627,1748
nlxyqrwm,0.67,0.917,138,1661
evhaafil,0.668,0.086,788,1515
alkhwxyj,0.666,0.136,734,1029
ojiutkzu,0.665,0.186,460,687
hodogxft,0.663,0.233,437,1863
pfdbigod,0.66,0.292,643,1156
jkvyipev,0.66,0.472,313,680
dfnfqjxe,0.662,0.286,790,1345
sdctityd,0.657,0.194,2,87
fafqelpr,0.655,0.775,869,1682
bejtawto,0.657,0.767,562,1528
xvftsexl,0.66,0.825,837,1152
vvtruldb,0.663,0.917,200,1695
btamrsks,0.663,0.983,849,1977
nboopnkn,0.663,0.892,600,1051
uwncaeco,0.666,0.914,417,1721
mbaqzakx,0.666,0.072,590,1181
yquhpwsu,0.663,0.125,555,1016
zgeqbklx,0.662,0.125,559,1997
gxcilrmx,0.662,0.1,641,876
cyzrnjvg,0.66,0.125,270,1694
kajcmmjg,0.657,0.119,614,1559
andchkzg,0.657,0.147,240,328
zfeqkbnt,0.653,0.2,766,1608
wcqcwcpw,0.652,0.186,439,1950
xdotbmta,0.648,0.161,528,1443
olcstczk,0.645,0.164,477,845
umosrkbd,0.64,0.156,148,1427
wingyups,0.637,0.125,372,1912
flnvlzxc,0.583,0.142,365,1521
ualfbxtv,0.58,0.117,936,1576
aihmmbdw,0.576,0.078,627,648
qntnrtxc,0.575,0.072,924,1983
gvkirkzs,0.571,0.056,938,1448
bhykiold,0.571,0.008,305,1794
gjkowabe,0.571,0.028,429,1416
jlywwhmu,0.57,0.028,358,656
wfmtepua,0.57,0.025,541,784
vklmgsnc,0.568,0.075,197,901
hegnugwq,0.565,0.072,836,1823
veuermoa,0.563,0.089,660,1086
kxkberja,0.558,0.125,613,1052
fntaccxh,0.555,0.125,593,948
eomufyzp,0.55,0.15,141,1266
wkcemynk,0.543,0.158,945,1222
hnyrzjrr,0.534,0.722,948,1460
qqqcwwwx,0.535,0.733,478,1009
cmnupyzb,0.539,0.722,627,1642
rgghvnfy,0.539,0.686,910,1862
qcxsgpqu,0.539,0.689,880,1475
hstegdnf,0.543,0.658,914,1191
gscxuvoo,0.543,0.606,776,904
zwhttrin,0.545,0.575,935,1943
pvqkuawr,0.545,0.483,291,1401
eqbgaxfh,0.545,0.55,469,1528
upoejasc,0.547,0.594,311,359
amlimjve,0.547,0.697,554,1446
gzznrgbv,0.55,0.706,65,1640
ffsyhdfs,0.55,0.7,945,1908
hqakkldk,0.552,0.75,936,1274
nossqjvh,0.555,0.764,968,1356
nhrdqotp,0.558,0.797,408,1009
xragjdzt,0.558,0.786,783,948
zkxbhdwu,0.56,0.686,584,1344
cqxgiscq,0.562,0.583,15,1507
vighxrpe,0.562,0.433,734,1385
vrifxpvl,0.56,0.419,649,1601
bufeaoye,0.56,0.408,127,561
qvusyvoy,0.557,0.375,888,1036
bqdvcsgs,0.553,0.375,128,1296
bfaaoscv,0.55,0.375,115,202
nfblsptz,0.547,0.406,289,1523
aaghtiyn,0.545,0.425,741,1663
mhbbjzpe,0.543,0.419,171,257
happntld,0.542,0.4,331,1454
hgqnwtjx,0.539,0.425,913,1513
omxuqgnm,0.539,0.508,86,892
xmmtmolk,0.539,0.508,277,591
tmxuinqt,0.539,0.489,906,1345
hlbmklfj,0.539,0.528,870,892
hdiwrcla,0.54,0.558,725,1277
arpvxbts,0.542,0.561,144,1927
gfmlnxaj,0.543,0.542,495,824
islwfyte,0.543,0.514,321,1200
khuiznuq,0.545,0.361,988,1074
ltzkhjne,0.54,0.214,659,1072
bzuwjsvz,0.534,0.167,799,1192
cshsapoi,0.527,0.142,114,1844
dnjxbafj,0.54,0.628,624,1121
tlihqcxo,0.542,0.625,916,1421
zcvihwhw,0.547,0.658,282,1484
xiutomdy,0.548,0.642,432,1027
zksgjsrj,0.55,0.625,862,1312
nboitqqv,0.552,0.661,320,488
tfrspywb,0.557,0.625,278,1757
amspcutt,0.557,0.525,850,1994
waqxarqx,0.558,0.553,9,638
fuwtctez,0.558,0.531,916,1786
dakvszhe,0.558,0.589,354,637
jhfytetm,0.562,0.639,190,909
alrmuoce,0.563,0.644,96,1455
zfsvguxg,0.565,0.683,727,1210
gtknhsnl,0.568,0.703,693,1465
ssbiynhm,0.57,0.706,601,1373
fdtlmkhp,0.573,0.686,560,851
nxnlogvi,0.576,0.625,399,1136
heoszran,0.576,0.564,912,1575
hyytdiho,0.578,0.539,558,1568
uldepkrc,0.578,0.461,201,993
fnuzbewq,0.576,0.45,652,1001
tbblhwoz,0.576,0.464,492,970
ejlfjpop,0.575,0.475,553,989
nurcenbs,0.575,0.486,464,1421
tgvvasus,0.575,0.425,746,778
tttjynmu,0.573,0.375,384,785
bhgqywio,0.573,0.639,80,355
aaigvenb,0.575,0.725,866,1838
xrmmkkfn,0.575,0.0,248,696
zoshdpew,0.575,0.675,379,1585
briqdylw,0.576,0.594,68,755
vmeebpbo,0.576,0.522,339,780
jkukoanv,0.576,0.625,940,1109
rkgjiume,0.578,0.658,474,1655
ivgpkwmk,0.578,0.5,165,1912
shvuoisy,0.578,0.625,304,1801
ftgbanma,0.58,0.686,689,1410
gzgfaevj,0.581,0.228,722,1388
otykclfz,0.58,0.219,361,1756
xjivwngy,0.576,0.233,497,1282
wjdjbnlu,0.575,0.2,204,1475
mtufpbda,0.575,0.0,187,1556
gfjdvblk,0.575,0.022,22,200
bitzsznj,0.576,0.194,308,481
negojduj,0.573,0.189,198,624
onhiktav,0.575,0.2,352,1257
cujftbef,0.571,0.203,574,1212
tlzsipce,0.571,0.219,637,667
kapikmeb,0.568,0.25,937,1854
kwxnxirv,0.57,0.25,225,1599
ipkchlbz,0.568,0.25,779,1447
xswmmrsy,0.568,0.25,325,1471
tocepwlh,0.566,0.25,69,1877
urknrvkc,0.566,0.25,139,1253
rerxednn,0.563,0.25,72,766
sdrtnzlj,0.563,0.269,229,566
qtfcnvbo,0.56,0.275,658,1899
oolekovb,0.557,0.25,588,664
xwxbbwvz,0.555,0.239,966,1282
jslybnjh,0.552,0.308,764,1382
vcxuvzsg,0.553,0.414,687,1357
abbxlxhs,0.552,0.275,457,1149
aqnckxvf,0.548,0.264,97,1157
hywfhynz,0.547,0.314,959,1666
ammiqimx,0.545,0.294,285,1544
lzccdcza,0.543,0.283,565,627
lpgifgic,0.542,0.267,712,1332
fxovlxoj,0.54,0.125,607,775
slbidpfp,0.542,0.125,730,1752
eivnybdu,0.539,0.236,864,1984
vrifxvfh,0.537,0.233,33,244
sktibotm,0.535,0.075,373,642
terosckt,0.537,0.95,408,602
kvxnitrt,0.535,0.961,316,1117
lsybdinn,0.535,0.883,891,1608
ftrdflor,0.537,0.983,897,1844
naxihnev,0.537,0.981,357,1113
hhnibunn,0.539,0.911,110,1773
fciuxqmw,0.54,0.139,225,611
ybclvjfb,0.537,0.125,735,909
dtuswwxr,0.539,0.925,74,1134
izaeyezg,0.539,0.933,718,1446
cupwpuao,0.54,0.908,319,1775
dodupsmi,0.542,0.911,516,1900
ksucjwwg,0.543,0.9,73,1102
svegdnvo,0.543,0.0,280,1170
zarzkazg,0.543,0.939,980,1521
xhnfogyn,0.545,0.875,561,1888
esolushn,0.548,0.925,449,1339
mcejzbpl,0.548,0.989,208,1052
veqarqkd,0.548,0.0,742,1035
nyvstncc,0.548,0.981,347,1593
rnqupzsw,0.55,0.961,282,1103
ffcbqwlf,0.55,0.047,337,1063
zcguzfpk,0.547,0.022,890,1366
gdlbpusm,0.548,0.914,156,629
pahxitdh,0.548,0.944,151,1947
ngohirco,0.55,0.025,992,1756
gizokdmh,0.548,0.0,448,1154
tbczcyno,0.55,0.875,740,1438
gzvdfrqp,0.55,0.844,580,1101
yvyacgyc,0.552,0.767,577,1447
kfjwjfla,0.555,0.375,430,1036
emztyzeg,0.55,0.3,662,720
kggmhhbd,0.548,0.297,528,908
wkqigfxp,0.544,0.289,825,1877
qyfripvo,0.542,0.275,765,847
okdfvudu,0.539,0.269,755,1799
sozlbpbm,0.535,0.269,475,1986
bcvjvudh,0.528,0.275,739,1871
zbfqeibq,0.524,0.275,945,1620
dubwmtir,0.519,0.261,959,1448
xgomrgcf,0.513,0.253,396,1319
hswiojfw,0.511,0.219,164,769
xkwvrmqv,0.512,0.164,909,1182
gvuapnce,0.51,0.203,618,908
ydrnuocl,0.507,0.058,33,1881
ferbihpp,0.508,0.942,611,1461
tieugjjt,0.51,0.953,881,1784
xuepnpjb,0.511,0.956,193,563
cryrvcdp,0.512,0.953,279,1529
iqjzhuyf,0.513,0.017,521,560
qmtaprks,0.511,0.092,156,872
xvxgdvio,0.509,0.117,58,1710
xatspbjv,0.507,0.142,375,1729
fflixvvj,0.503,0.172,968,1601
mtvzguid,0.499,0.181,511,1148
lbizfygo,0.498,0.219,443,1520
jxilokew,0.496,0.236,370,631
ylwcvvbw,0.491,0.2,59,1639
wibhkjck,0.488,0.103,318,567
dimqwega,0.488,0.056,447,1523
lulpqtyh,0.486,0.047,649,885
meutbbzs,0.486,0.061,752,1935
prpvkutg,0.484,0.108,729,1847
erijswdz,0.481,0.072,321,1186
uaxbfitf,0.481,0.994,998,1319
fejkmmbq,0.481,0.011,727,1360
wzuhfsjn,0.481,0.078,630,1173
fdnvnble,0.48,0.086,130,1086
azfaydsh,0.48,0.886,461,1646
curtnsqr,0.482,0.811,438,1766
pnypgexe,0.485,0.867,402,547
bnohabhr,0.483,0.178,963,1318
nzamxzvp,0.479,0.2,836,1037
bbmhefws,0.474,0.203,915,1220
ccmahoak,0.469,0.206,412,813
whbzfrsc,0.463,0.208,476,1042
cngxoeba,0.458,0.214,865,1066
okflwjwe,0.454,0.208,734,1882
oirualax,0.451,0.167,255,1389
lfrwgnhb,0.45,0.125,814,1582
kkjtnznk,0.448,0.125,865,1453
bvurozkm,0.447,0.194,328,1792
kppxzvhq,0.446,0.2,563,1318
mmbxnqte,0.446,0.922,202,696
edoecwqu,0.446,0.875,359,437
aqluzqbs,0.448,0.75,670,900
fkhbztcn,0.447,0.664,880,1530
qskkdzbz,0.45,0.736,616,947
qkdpfrqq,0.453,0.769,111,1879
mrnmlhuj,0.454,0.933,726,1256
tmemxqzs,0.453,0.964,421,1792
srvbljhj,0.455,0.875,34,1243
pzcvxaxh,0.456,0.025,537,990
pjzjyxjz,0.454,0.05,394,814
pcswrmim,0.454,0.989,640,1756
fkxsxyob,0.454,0.047,280,1680
ziygdynr,0.452,0.089,35,471
cntqnjuz,0.45,0.1,688,1464
qcgbgqhh,0.447,0.106,657,1538
seeiftmz,0.447,0.125,667,1138
vwczvfxq,0.446,0.228,40,1915
eqwknzdm,0.443,0.275,798,1629
ukbwfzmy,0.441,0.292,12,1334
hnuydepz,0.436,0.308,205,1439
duydrfdk,0.431,0.308,888,1550
mwtylwgm,0.426,0.264,196,1957
ljrmvmqu,0.422,0.186,820,1071
uawgppsp,0.418,0.019,398,538
vkrvhizh,0.418,0.975,622,1547
rauipltv,0.419,0.922,666,1549
hnoeseqt,0.422,0.931,248,553
elancatg,0.423,0.953,766,1049
ghgyzxqv,0.424,0.928,836,995
dgvsvnfg,0.426,0.933,537,892
poveeghk,0.425,0.05,332,645
sctwhlcm,0.425,0.625,788,1854
meuavepq,0.426,0.086,561,1711
wrpulrqq,0.425,0.075,133,1852
viwblxek,0.425,0.047,316,1000
reeokvwg,0.424,0.15,522,1045
pwwsxdzr,0.423,0.564,190,1354
etvbnvav,0.424,0.581,771,1875
xukfaqml,0.425,0.506,717,1393
lwdroncu,0.425,0.439,279,534
zcockeul,0.424,0.325,947,1560
jhnjnkid,0.423,0.25,561,1358
lnvmmbhl,0.422,0.875,819,1329
fdpmuxwt,0.424,0.8,724,990
adyapcbf,0.424,0.239,397,1229
uhjihbdr,0.42,0.261,684,1535
ilrepddu,0.418,0.294,344,1332
vrvnfqzr,0.413,0.314,525,790
jcermqgg,0.41,0.358,975,1662
knrgpffy,0.41,0.297,308,1281
hxwyegjj,0.408,0.217,585,1357
rsekcsxm,0.404,0.217,576,1351
mynyvpom,0.398,0.222,212,1207
yklyqytc,0.393,0.219,387,735
nibzijsr,0.389,0.194,101,638
islsskrq,0.386,0.156,468,673
nxklpwsm,0.383,0.108,138,360
bpwqntok,0.381,0.944,118,177
lkbjxjiz,0.385,0.844,562,1247
onzdiyoq,0.391,0.861,27,328
eevenwkc,0.394,0.983,878,1671
keraipts,0.391,0.039,157,1410
qwumogqu,0.389,0.017,865,1809
wyvokfzi,0.389,0.044,139,779
pzjpadep,0.385,0.097,332,1938
weyyqcox,0.38,0.119,949,1179
ljvevqjl,0.375,0.136,930,1895
unzheizj,0.369,0.156,573,1555
yqjazcuo,0.363,0.161,558,1314
xgqmzuif,0.359,0.172,373,1890
idcbqsgj,0.354,0.194,521,1565
pgmkmowj,0.35,0.217,324,862
qghmcaou,0.344,0.231,791,1170
jdfuvzkq,0.339,0.231,877,1323
zalnxjye,0.335,0.228,894,1453
rptbygaa,0.332,0.225,945,1682
fegacncq,0.33,0.214,179,218
bhgyhurt,0.711,0.989,175,1417
khewvmcm,0.709,0.081,183,1990
zduyhmle,0.707,0.214,497,1207
tfgaihno,0.706,0.347,772,798
tkhtzyrd,0.706,0.356,109,949
pyasupdt,0.703,0.297,416,1633
fiqjwlsn,0.701,0.242,124,1128
lsgcvnuf,0.698,0.239,715,885
zxefkfhh,0.694,0.261,269,1043
sbecyzma,0.693,0.289,303,1376
odfmcalu,0.693,0.269,920,1997
erxxsuyt,0.689,0.225,169,881
imhvrala,0.686,0.2,113,917
bbsobezq,0.685,0.231,740,1200
lfkckuyn,0.68,0.25,256,1436
ysmcctja,0.68,0.267,355,357
tnrppxmg,0.676,0.294,760,1308
icdiremq,0.676,0.336,816,863
qahyjtzc,0.675,0.236,268,993
nucxyesi,0.67,0.156,489,1312
xojuyglj,0.67,0.069,958,1486
mawbiekb,0.668,0.094,500,1590
cttkgqsi,0.666,0.042,200,1468
tsjqkryd,0.666,0.903,997,1734
cewoiwpu,0.668,0.161,251,842
lizbygqu,0.665,0.156,360,364
rxaelizh,0.665,0.778,263,1704
iegsnifo,0.668,0.564,933,1024
fkiwiajq,0.666,0.425,995,1637
mfmseqii,0.666,0.328,820,1744
ynxjsyfr,0.665,0.25,953,1157
ufsuufsm,0.663,0.228,610,1137
ttklaqpn,0.662,0.228,986,1341
gixykniw,0.658,0.344,670,842
jtivjdoc,0.658,0.456,969,1624
zhsxhnyc,0.658,0.311,252,1908
ecvqylxq,0.657,0.022,217,369
xprznjey,0.657,0.925,139,614
wtpywwpx,0.66,0.875,905,1071
